Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow,label
-0.25806865,-0.26521373,-0.12968928,-0.3730039,-0.39591232,-0.40781066,-0.22302148,-0.22956812,-0.25834557,-0.5987895,-0.42194158,-0.38855988,-0.4187314,-0.4121242,-0.38420573,-0.23225239,-0.15401758,-0.12613702,-0.4219227,-0.35525662,0.07768844,-0.2705467,13.0
-0.11998937,-0.073346615,-0.10268478,-0.06305315,0.13956629,0.12503585,-0.114635624,-0.3185495,0.34873775,1.2267681,-0.085857764,-0.11521733,0.049502753,0.40690696,-0.097670645,0.19665329,-0.1342493,-0.056127824,-0.0858414,-0.012813758,-0.38323078,-0.3389312,9.0
-0.1889085,-0.26331905,-0.1279207,0.16122997,-0.20553868,-0.2899707,-0.13745901,-0.375514,1.2826705,-0.5987895,-0.38631886,-0.43569544,0.14045237,-0.0746578,-0.43361616,-0.3050322,-0.15939073,-0.12791471,-0.38630027,-0.22004518,0.321515,0.065674566,12.0
-0.18364249,0.0647619,-0.12999907,-0.29346398,-0.23789476,-0.047175083,-0.19018559,-0.43809232,-0.025839327,-0.46048972,-0.25218,-0.09066267,-0.33203977,-0.19632585,-0.07193089,-0.39506486,-0.1135703,-0.12486054,-0.25216243,-0.200058,-0.36051297,-0.4971391,8.0
-0.25691953,-0.27139926,-0.12988387,-0.36877498,-0.4000296,-0.41569805,-0.22281009,-0.22739303,-0.023223927,-0.42937225,-0.4408579,-0.38222092,-0.4214396,-0.4169704,-0.37756082,-0.23792908,-0.15729004,-0.12788264,-0.44083887,-0.3572149,0.07639972,-0.27350324,14.0
-0.21884449,0.0070398953,-0.12029686,-0.31592834,-0.26985946,-0.26744512,-0.19664851,-0.16743438,-0.05227369,-0.26687,-0.28032866,-0.28492317,-0.3633566,-0.31824178,-0.2755671,-0.13451912,-0.114226006,-0.12586041,-0.28031087,-0.24183336,0.12368717,-0.1237369,9.0
-0.2464054,-0.18249191,-0.12998341,-0.34647173,-0.35880658,-0.361776,-0.2174953,-0.19750722,0.6271639,0.15840198,-0.42647114,-0.34411573,-0.39973712,-0.35043842,-0.33761653,-0.19716226,-0.15847395,-0.12791471,-0.42645225,-0.32774156,0.16062348,-0.17370729,11.0
-0.18354596,-0.19533974,-0.11259076,-0.17414707,-0.30636904,-0.307439,-0.17594562,-0.22844484,0.053693436,0.5560139,-0.34828943,-0.17382447,-0.20562296,-0.2808923,-0.21235546,-0.14461707,-0.1567497,-0.11921175,-0.34827113,-0.2666478,0.1916655,-0.08928588,8.0
-0.24585162,-0.2637174,-0.11478804,-0.3407529,-0.32958412,-0.30620962,-0.20835015,-0.17997803,-0.20600958,0.14802949,-0.30668616,-0.39427838,-0.42143074,-0.31879082,-0.39023912,-0.19737457,-0.10753539,-0.10195151,-0.30666816,-0.32609284,0.05962124,-0.25829852,8.0
-0.23629102,-0.26903075,-0.12983896,-0.32648855,-0.3495573,-0.37097287,-0.21130116,-0.20998599,0.45261773,0.15093379,-0.4163468,-0.31382334,-0.36955932,-0.37088487,-0.30698237,-0.18349603,-0.15489186,-0.12791471,-0.41632792,-0.32398492,0.14477381,-0.18366417,10.0
-0.24100213,-0.25315198,-0.12961619,-0.36649773,-0.41453227,-0.42342466,-0.2199578,-0.25233257,-0.73823255,-0.5531506,-0.43968487,-0.29396912,-0.41965,-0.40190268,-0.28504968,-0.30184832,-0.16276033,-0.12381731,-0.43966588,-0.3531875,0.09053151,-0.25762916,14.0
-0.20645818,-0.26574844,-0.12999907,-0.19161002,-0.3500255,-0.3828508,-0.19510463,-0.2748382,0.43074334,0.479949,-0.41581097,-0.212273,-0.21652971,-0.3123595,-0.19941059,-0.18228607,-0.16703454,-0.12791471,-0.41579214,-0.2899115,0.2996318,-0.019254416,9.0
-0.254614,-0.25100553,-0.12965916,-0.35959834,-0.39372352,-0.3994114,-0.2196627,-0.23730351,-0.30614835,-0.5987895,-0.4096667,-0.38552874,-0.4009784,-0.41410723,-0.38102826,-0.25077087,-0.15307046,-0.122719824,-0.40964794,-0.36307988,0.06858242,-0.28573385,14.0
-0.2568387,-0.26728824,-0.12945868,-0.3635454,-0.39529577,-0.40503383,-0.22215566,-0.28750274,0.06466879,-0.5987895,-0.4378973,-0.38553888,-0.40760425,-0.41126433,-0.3810389,-0.25500235,-0.1627846,-0.12791471,-0.4378783,-0.35474843,0.083216764,-0.26534906,14.0
-0.2517129,-0.2642915,-0.1299323,-0.34159485,-0.39748314,-0.39558935,-0.21718499,-0.26201847,-0.33408532,-0.5987895,-0.41483304,-0.38096532,-0.35866314,-0.4147333,-0.3762446,-0.2696343,-0.14517772,-0.12410401,-0.41481423,-0.36501855,0.078948334,-0.27873042,15.0
-0.17785677,0.016190182,-0.12999907,-0.26555458,-0.21741924,0.13864377,-0.1577933,-0.23325485,-0.07700073,-0.14240012,-0.20300962,-0.27773628,-0.2818098,-0.15854244,-0.2751286,-0.14937952,-0.056475405,-0.12791471,-0.2029924,-0.068586454,0.092959024,0.014362798,9.0
-0.16089176,0.3494262,-0.12999907,-0.19432557,-0.097926214,0.07050482,-0.16868696,0.106426276,0.07576456,-0.23367803,-0.15032879,-0.06704792,-0.25551972,0.027612964,-0.047370855,-0.2103009,-0.037107818,-0.06784013,-0.15031193,-0.21147215,0.057804786,-0.15113942,7.0
-0.23660451,-0.13848951,-0.12089431,-0.34905306,-0.40280905,-0.41942528,-0.2046262,-0.24164124,-0.47472435,-0.26687,-0.37506393,-0.3588518,-0.38785183,-0.0038469026,-0.3647576,-0.23453854,-0.12662369,-0.12609299,-0.37504542,-0.32636663,0.06840417,-0.25106633,9.0
-0.21226573,-0.24579774,-0.12953776,-0.22170965,-0.16356535,-0.22053017,-0.18658042,-0.16802318,0.040628567,0.507609,-0.19915368,-0.30075923,-0.29660076,-0.23544665,-0.29216748,-0.12586637,-0.08203575,-0.0906539,-0.19913648,-0.2060047,-0.0037367556,-0.1984489,8.0
-0.15685306,-0.26053944,-0.12975629,-0.18766022,-0.22057587,-0.2936845,-0.17503357,-0.30451062,-0.10679926,0.5871314,-0.18979025,-0.003048756,-0.21496758,-0.074540816,-0.037129406,-0.10057734,-0.16028929,-0.12023726,-0.18977311,-0.19208553,0.33293736,0.10193533,8.0
1.830591,0.41913655,-0.048845258,0.130172,0.048554886,-0.15200123,1.9215989,0.20404556,-0.28225902,0.39696917,0.63513595,0.772114,0.13765953,-0.0038469026,0.6770498,0.7411377,-0.06822345,-0.12791471,0.6351469,0.026612965,-0.38855907,-0.30608314,5.0
-0.22935948,-0.13735713,-0.12999907,-0.3461483,-0.29480255,-0.20882061,-0.21278858,-0.078092664,0.14189658,-0.5987895,-0.3518808,-0.25932983,-0.42442808,-0.08852314,-0.24873854,0.03725349,-0.11178532,-0.11128212,-0.35186243,-0.14366256,0.044241913,-0.09839658,9.0
-0.19745842,-0.03992665,-0.09846624,-0.2640031,-0.22509563,-0.14613427,-0.18049334,-0.16728316,0.033401005,0.7842086,-0.2599425,-0.23886864,-0.2385936,-0.23690978,-0.22728983,-0.14307643,-0.091142766,-0.09334381,-0.25992483,-0.24175014,0.04552554,-0.19032985,9.0
8.192999,1.9445633,-0.0510911,1.1887708,2.1064808,1.0672784,8.491168,2.094562,-0.06979028,0.31744677,2.7552373,4.091908,1.8108752,-0.0038469026,4.143522,4.2143393,0.24581675,-0.12791471,2.7552326,3.200791,0.62768763,3.5712285,6.0
-0.22656049,-0.16649194,-0.117276676,-0.31914312,-0.29574758,-0.26599297,-0.2039338,-0.27932224,-0.040187616,-0.5987895,-0.31558228,-0.29296803,-0.3946311,-0.3150538,-0.28535497,-0.16648664,-0.018286651,-0.087011315,-0.31556422,-0.26150706,0.10343417,-0.15967165,10.0
-0.08458721,-0.1315478,-0.11193388,0.2774143,0.021536632,-0.035554614,-0.06585543,-0.24332574,0.69440234,-0.3221899,-0.24588911,-0.16866268,0.7318362,-0.25950104,-0.15369546,-0.24408412,-0.06139319,-0.12791471,-0.24587156,-0.08969107,0.37380618,0.23390937,12.0
0.11866884,0.16243842,-0.10122801,1.0081046,0.17736785,-0.07568214,0.07455453,-0.041471828,-0.028252864,-0.22538002,0.23420407,0.34514377,1.5693256,-0.2015805,0.23851472,-0.26441115,-0.10749896,-0.058033176,0.23421805,-0.03742823,0.38767323,0.2953051,12.0
-0.25129005,-0.2701131,-0.129726,-0.36402103,-0.45619905,-0.44425064,-0.22131985,-0.24906962,-1.3186599,-0.34984985,-0.41812629,-0.3538424,-0.42845333,-0.414386,-0.3494422,-0.32795876,-0.14955515,-0.12755214,-0.41810742,-0.33269343,0.09902454,-0.23094763,13.0
-0.21250468,-0.102871,-0.1213799,-0.3292464,-0.27132037,-0.29672754,-0.18999645,-0.20738107,-0.27923408,-0.5987895,-0.12748268,-0.28223348,-0.38951802,-0.3078736,-0.3347149,-0.458682,-0.012215309,-0.097821385,-0.12746601,-0.30448437,-0.0056500877,-0.29348105,13.0
-0.24471879,-0.23859645,-0.12806255,-0.33577436,-0.3502137,-0.3578331,-0.21438631,-0.23883376,0.0942439,-0.5987895,-0.39624193,-0.353039,-0.43186498,-0.3486796,-0.34721184,-0.22229007,-0.11907094,-0.12292476,-0.39622328,-0.31166154,0.09617173,-0.21343403,9.0
-0.23621027,-0.17862976,-0.12996265,-0.35649016,-0.34636885,-0.38598558,-0.21418822,-0.14350411,0.37409756,-0.3844248,-0.41114652,-0.29663482,-0.39639422,-0.0038469026,-0.29090998,-0.18208091,-0.1596943,-0.12791471,-0.41112775,-0.31877384,0.023582747,-0.28209785,9.0
-0.24587232,-0.19150588,-0.12392923,-0.34132853,-0.3672799,-0.36617425,-0.21614315,-0.23177974,0.071655095,-0.5987895,-0.41076276,-0.3485551,-0.40291077,-0.37695852,-0.34227017,-0.24720521,-0.14561485,-0.11877323,-0.41074398,-0.33880892,0.2623736,-0.09741093,11.0
-0.2574386,-0.2649968,-0.12977146,-0.3644982,-0.39459378,-0.40764415,-0.22277811,-0.26895696,0.3318819,-0.5296396,-0.4419179,-0.3858343,-0.43023938,-0.40806562,-0.3813486,-0.23068617,-0.1609025,-0.12791471,-0.44189888,-0.35449487,0.070806496,-0.27569455,13.0
-0.23108985,-0.14097509,-0.111531205,-0.31887794,-0.2871122,-0.25352985,-0.20707305,-0.19676343,0.36419162,-0.5987895,-0.3718513,-0.3043829,-0.3811819,0.22162281,-0.29596603,-0.108078755,-0.14457059,-0.117203064,-0.3718328,-0.25715682,0.040912226,-0.20887703,9.0
-0.18913051,-0.14614944,-0.12509294,-0.06546804,-0.20589429,-0.2133995,-0.16850515,-0.28453076,0.6010055,4.638417,-0.34665057,-0.2544615,0.055774238,-0.11115234,-0.24363524,-0.41242975,-0.14356273,-0.12791471,-0.34663227,-0.21617287,0.10730951,-0.113370135,11.0
-0.24675103,-0.24370274,-0.12966226,-0.3451566,-0.38852006,-0.38435304,-0.21727371,-0.24033748,-0.03301138,-0.5987895,-0.42704728,-0.34770054,-0.38992882,-0.39055973,-0.34144402,-0.29822367,-0.1184638,-0.12620544,-0.4270284,-0.35516492,0.07865358,-0.26963645,13.0
-0.21863301,-0.02137139,-0.12999907,-0.20938927,-0.0936119,-0.1310652,-0.1781848,0.0888559,0.7548444,0.17568943,-0.30811834,-0.39218217,-0.26539326,0.0534134,-0.40295663,0.06366981,-0.10692825,-0.12791471,-0.30810034,-0.14446852,-0.17651807,-0.28746924,7.0
-0.24737911,-0.21419394,-0.122226946,-0.3618265,-0.37751383,-0.38837886,-0.2174863,-0.2202407,-0.19760053,-0.5987895,-0.39502802,-0.35059422,-0.411767,-0.4065444,-0.3444077,-0.23994732,-0.06468992,-0.11977847,-0.39500937,-0.33807117,0.062614515,-0.2671057,11.0
-0.05641028,0.21390106,-0.11585634,0.14006479,0.5761334,0.7040628,-0.07898318,0.20252196,0.31248787,0.6320788,0.23364158,0.09452677,0.030108262,0.94021505,0.11966851,0.85123706,-0.0031082954,0.07366017,0.23365556,0.29889697,-0.465819,-0.11374634,7.0
-0.24339235,-0.26949146,-0.12999907,-0.3315581,-0.31165817,-0.3633507,-0.21359783,-0.2088792,1.7071517,-0.5987895,-0.42664436,-0.3471687,-0.37274,-0.41340187,-0.34081686,-0.17845628,-0.16689491,-0.12791471,-0.42662546,-0.30660644,0.13129449,-0.17867993,14.0
0.3637084,0.062998645,0.042081006,0.58467907,0.7150131,1.214926,0.18260466,0.16513932,-0.08458269,-0.20463507,1.0293179,1.3274535,0.9169654,1.0448469,1.4079523,-1.0835803,0.4643851,0.06710353,1.029326,0.40955317,-0.5697203,-0.097425595,8.0
-0.094366096,0.7376115,-0.12997904,-0.38625956,0.55243325,0.8040699,-0.10443149,0.36512184,-0.12055745,0.74963367,0.92679936,-0.0061815046,-0.42368582,0.8146395,-0.019240761,0.93326515,1.6847249,-0.12791471,0.9268081,0.39301682,-0.6853477,-0.21173915,4.0
-0.11774982,-0.14121169,-0.11986244,-0.23782578,-0.23968211,-0.32277584,-0.08631752,-0.20199405,0.0770226,0.21717933,-0.2878814,-0.2707322,-0.21673071,-0.22743861,-0.26211724,-0.24411981,-0.032857873,-0.12791471,-0.28786352,-0.26244372,0.003068902,-0.24617156,9.0
-0.19619994,-0.2051812,-0.09940706,-0.2714332,-0.17846,-0.18377042,-0.17242767,-0.050994333,0.10011736,0.23100938,-0.23695362,-0.2780287,-0.35601842,-0.16648908,-0.268664,-0.042709433,-0.045607693,-0.03214282,-0.23693612,-0.22606657,0.2815922,0.02590961,6.0
-0.25802302,-0.2669333,-0.1291493,-0.37141353,-0.39978513,-0.41763368,-0.22379363,-0.22210906,0.067104116,-0.14240012,-0.442365,-0.38371482,-0.43376917,-0.4141701,-0.379143,-0.23259018,-0.16583242,-0.12771763,-0.44234598,-0.35615733,0.08459001,-0.26551393,6.0
-0.061554704,-0.19718501,0.01233877,-0.18780054,-0.06669883,-0.016890882,-0.09329459,-0.05736081,-0.44786438,0.28632924,2.0209167,0.14251068,0.16763283,-0.10031075,0.11195502,-0.6048548,0.045462444,0.18332992,2.0209174,-0.06160705,-0.1749438,-0.20753893,9.0
-0.17210174,-0.04929653,-0.12999907,-0.2880966,-0.038203843,0.030154299,-0.19409339,0.22826533,0.5473924,-0.0041003195,-0.250181,0.008489649,-0.34350017,0.045340378,0.031890187,-0.07510044,-0.10632112,-0.062404275,-0.2501634,-0.13701881,-0.05491239,-0.17667414,6.0
-0.24184383,-0.27081147,-0.07699719,-0.34049332,-0.34926558,-0.305954,-0.20843633,-0.21235454,-0.3890838,-0.5987895,-0.19850032,-0.36732453,-0.35936838,-0.3692197,-0.36194548,-0.19868974,-0.1166424,-0.07826352,-0.19848312,-0.34800625,0.116197795,-0.23082182,11.0
-0.23651013,-0.13934593,-0.12988982,-0.3465693,-0.39292228,-0.3758097,-0.21517172,-0.23916446,-0.43110266,-0.5987895,-0.3504226,-0.29249188,-0.40591514,-0.3449635,-0.28623652,-0.26388508,-0.10632112,0.0031409836,-0.35040426,-0.37098703,0.44512168,0.02795487,14.0
-0.24818595,-0.20964842,-0.12854232,-0.22435474,-0.33595532,-0.31943738,-0.19632792,-0.1258255,0.14784552,-0.5987895,-0.38835597,-0.4807736,-0.2407076,-0.3875881,-0.48086998,-0.21346861,-0.039536353,-0.12610003,-0.38833737,-0.31589437,0.07417202,-0.23621425,14.0
-0.20767885,0.058693007,-0.12969558,-0.32580847,-0.29802802,-0.19740318,-0.18532056,-0.17271915,-0.43764126,-0.5987895,0.26414633,-0.2870566,-0.3930443,-0.0038469026,-0.2777387,-0.13740237,-0.08567856,-0.12791471,0.26416007,-0.099944636,0.12925206,0.015580029,11.0
-0.18777248,-0.2499453,-0.12996376,-0.27330574,-0.15822732,0.15390222,-0.16417448,-0.14273664,-0.18304697,-0.43282977,-0.026455233,-0.27098495,-0.32532576,-0.13930222,-0.2609562,-0.060443692,0.27617347,0.092711166,-0.026439315,-0.21190976,0.22077991,-0.012536683,9.0
-0.2420678,-0.15812671,-0.12999907,-0.36330286,-0.34086293,-0.29921067,-0.21623825,-0.18253005,-0.13829777,-0.23921002,-0.348826,-0.32288995,-0.3972758,-0.29290983,-0.31536633,-0.1774214,-0.12453514,-0.116034284,-0.34880766,-0.31557178,0.079771794,-0.2311317,8.0
-0.19979866,-0.19381,-0.12434708,-0.1332888,-0.30424845,-0.23314084,-0.17668106,-0.3290875,0.02362126,-0.5987895,-0.34037966,-0.27674592,-0.08856312,-0.3444441,-0.31327033,-0.31670383,-0.10753539,-0.10745096,-0.34036142,-0.3159153,0.052681167,-0.2545658,14.0
-0.24844632,-0.26653022,-0.12999907,-0.388112,-0.3842904,-0.39327997,-0.22329915,-0.18726595,-0.33306482,-0.017930329,-0.37563202,-0.32342923,-0.44452432,-0.39435726,-0.3159316,-0.22224611,-0.12392802,-0.12791471,-0.3756135,-0.33869958,0.02407755,-0.30057377,10.0
-0.18892841,-0.20149066,-0.11391399,-0.25003392,-0.25098148,-0.21785231,-0.17099863,-0.17614725,-0.15923324,-0.5987895,-0.20069407,-0.23845434,-0.19380996,-0.30250373,-0.22685555,-0.11297761,-0.07393658,-0.12533689,-0.20067686,-0.16768889,-0.01969735,-0.17572382,14.0
-0.19625944,-0.043082472,-0.12992625,-0.32297397,0.24422859,0.12816334,-0.17216557,-0.18290344,1.0790852,-0.5987895,-0.21420893,-0.27996364,-0.36621112,0.0791068,-0.27036822,-0.14274651,-0.15215977,-0.12791471,-0.21419162,-0.36275685,0.2124971,-0.16266826,12.0
-0.23858757,-0.24124604,-0.12838449,-0.2243828,-0.3029792,-0.35122204,-0.19068155,-0.22469026,-0.04483739,0.70122874,-0.3230116,-0.4503194,-0.23171738,-0.34081677,-0.4487839,-0.19996734,-0.026373686,-0.12691721,-0.3229935,-0.29030383,0.0007922783,-0.2745366,13.0
-0.20500472,-0.15368001,-0.1260893,-0.32219058,-0.32466006,-0.36327538,-0.18633038,-0.20979822,-0.3909553,-0.5987895,-0.09079983,-0.25431624,-0.382744,-0.34255713,-0.24905504,-0.18942675,0.09585459,-0.12791471,-0.090783425,-0.28779337,0.024683036,-0.2517768,11.0
-0.24864724,-0.26369956,-0.12957254,-0.32432443,-0.38379896,-0.36764014,-0.2050829,-0.288003,-0.13588738,-0.5987895,-0.413388,-0.43195343,-0.31287274,-0.41256374,-0.42969358,-0.3508985,-0.14850481,-0.12791471,-0.4133692,-0.3399765,0.07940535,-0.25459015,14.0
-0.254014,-0.262715,-0.12964344,-0.36520436,-0.39464512,-0.40651202,-0.220098,-0.22845079,-0.27170125,-0.5987895,-0.41747978,-0.37900746,-0.4195495,-0.40927547,-0.37419224,-0.23621595,-0.155329,-0.1213417,-0.41746095,-0.35571688,0.08980542,-0.26064745,14.0
-0.2473537,-0.23158912,-0.1264907,-0.34896883,-0.37946576,-0.3665224,-0.21664806,-0.21847071,-0.19032745,-0.5987895,-0.3996326,-0.3554213,-0.3752366,-0.38526145,-0.34946775,-0.24994417,-0.13728496,-0.118965164,-0.39961392,-0.35933325,0.12416599,-0.2347677,12.0
-0.24868222,-0.24436007,-0.12903155,-0.3021778,-0.3614336,-0.37383014,-0.21202376,-0.24605897,0.5117312,-0.18389007,-0.4250744,-0.3913389,-0.3455119,-0.38259545,-0.38737816,-0.21573071,-0.14600343,-0.12791471,-0.42505547,-0.33007318,0.11893217,-0.21148132,13.0
-0.17746016,0.17600408,-0.12999907,0.12724361,-0.08531261,-0.16595653,-0.13378297,-0.21815553,0.27943248,3.7230797,-0.21728082,-0.3817821,0.15980807,-0.05555359,-0.392649,0.03475315,-0.065036,-0.123867355,-0.21726348,-0.12710397,0.024230618,-0.09976173,10.0
-0.14912237,-0.18385804,-0.12999907,-0.22582814,-0.20537308,-0.30244842,-0.16066961,-0.08522094,0.26196966,-0.19772008,-0.30094868,-0.03656329,-0.24846716,-0.22530739,-0.015285295,-0.31551528,-0.1446495,-0.12791471,-0.3009307,-0.2167,-0.036166552,-0.23625515,9.0
0.18627729,0.99065894,0.05533148,0.69255257,0.06901706,-0.1398778,0.1810758,-0.14661115,1.1931913,-0.25304,-0.2895516,0.16560604,1.0659504,-0.0038469026,0.19705632,0.1619701,-0.14663485,-0.059652727,-0.2895337,-0.08789878,0.280357,0.15589705,12.0
-0.23499914,-0.23345019,-0.12999907,-0.31279543,-0.3597434,-0.387307,-0.21048966,-0.19273736,0.5420506,-0.5987895,-0.42492372,-0.31007373,-0.34203148,-0.40022787,-0.30193153,-0.20676194,-0.15707147,-0.12791471,-0.42490482,-0.33030125,0.076535106,-0.24786232,12.0
-0.18062337,-0.18819197,-0.12999907,-0.28286955,-0.07586345,-0.2158377,-0.18240298,-0.0910609,1.1572937,-0.1700601,-0.33638558,-0.11653863,-0.32628316,-0.19644055,-0.099055715,-0.049429245,-0.16101785,-0.12288346,-0.33636734,-0.013605562,0.20782784,0.16449088,10.0
-0.1734389,0.2686442,-0.12999907,-0.1130784,0.1424425,0.13952066,-0.15681331,-0.37301823,0.015560105,0.6666538,0.14143504,-0.21971837,-0.09860064,0.028511535,-0.2072153,0.3540991,0.1492824,-0.07271559,0.1414497,0.19085467,-0.23621893,-0.020366915,9.0
-0.24919286,-0.2574527,-0.12980248,-0.3395373,-0.3725951,-0.3937936,-0.21702372,-0.2533277,0.86907023,-0.1025698,-0.43672952,-0.36528492,-0.4042631,-0.38944268,-0.3598074,-0.23171015,-0.16142462,-0.12759814,-0.43671054,-0.33462533,0.18296613,-0.16117771,7.0
-0.17200726,-0.11856157,-0.11795044,-0.36501375,-0.32326016,-0.33853152,-0.15891904,-0.08984665,0.060871825,0.3416492,-0.3663182,-0.19787939,-0.39098495,-0.0038469026,-0.21219459,-0.10379954,-0.16098142,-0.12791471,-0.36629975,-0.30834842,0.057141654,-0.24358442,7.0
-0.2553505,-0.2690488,-0.12772931,-0.36829162,-0.39027742,-0.40782708,-0.22002396,-0.29195786,0.57121885,-0.5987895,-0.4418991,-0.3882629,-0.3925277,-0.41762322,-0.38389438,-0.23872156,-0.16586278,-0.12791471,-0.44188008,-0.3484676,0.06806704,-0.2723149,15.0
-0.07538809,-0.08240281,-0.12999907,-0.31859657,-0.24508321,-0.25052175,-0.078890756,0.08128306,-0.015729876,0.14802949,-0.26432034,-0.031249199,-0.3230566,-0.0038469026,-0.054158874,0.0032639948,-0.15944536,-0.12791471,-0.26430267,-0.1785406,-0.08485122,-0.24159205,6.0
-0.17536175,-0.033550207,-0.12667887,-0.23248647,-0.328146,-0.34917715,-0.17203364,-0.03333144,-0.20474859,-0.5434696,-0.30465683,-0.14283898,-0.15660778,-0.33570302,-0.12662543,0.05559085,-0.16238996,-0.12714696,-0.30463883,-0.030348847,-0.15861991,-0.16396876,10.0
-0.23693354,-0.26020953,-0.12794752,-0.26948145,-0.37310484,-0.39929917,-0.20416296,-0.25254554,1.5350028,-0.18734756,-0.44192672,-0.36006975,-0.29331604,-0.39402047,-0.3659095,-0.26069558,-0.1661542,-0.12791471,-0.4419077,-0.34725145,0.12998736,-0.21834347,9.0
-0.24598974,-0.25033385,-0.12373791,-0.35347196,-0.3467495,-0.38621113,-0.21559958,-0.54198647,0.44611567,-0.5987895,-0.41442078,-0.3525287,-0.34041116,-0.40848103,-0.3464355,-0.18509604,-0.14882052,-0.12791471,-0.41440198,-0.3322558,0.04435138,-0.27716878,14.0
-0.13101378,-0.25539318,-0.12999907,0.0068125566,-0.108986475,-0.21965645,-0.13940781,-0.101560906,0.80408317,-0.5987895,-0.32019863,-0.042187553,-0.14668839,-0.28811747,-0.021639265,-0.21563415,-0.15925108,-0.12791471,-0.3201805,0.029074848,0.18395282,0.18460442,10.0
-0.21015744,-0.24790855,-0.12614381,-0.2617476,-0.24767159,-0.10031469,-0.19681764,-0.13675477,-0.20324649,-0.5987895,-0.16075389,-0.22660325,-0.34095773,-0.21468505,-0.21443246,-0.11925928,0.012070061,-0.047562316,-0.16073696,-0.28555584,0.20699713,-0.09414078,10.0
0.019651713,-0.24465346,-0.12973243,1.5780245,-0.25854594,-0.33395228,0.07133357,-0.13431925,1.2104648,-0.3221899,-0.4014172,-0.28812772,0.026999852,-0.0038469026,-0.2789412,-0.12427838,-0.14821339,-0.12791471,-0.40139845,-0.28848517,0.037526593,-0.2414774,9.0
-0.25090453,-0.27140605,-0.12999907,-0.37435937,-0.40892592,-0.4207323,-0.2222266,-0.25854543,-0.4903559,-0.5987895,-0.43625355,-0.3459624,-0.41866088,-0.40404198,-0.33955234,-0.37139687,-0.16645171,-0.12791471,-0.4362346,-0.32948938,0.049415663,-0.27022523,14.0
0.14982338,-0.1275743,-0.1286832,-0.34277058,-0.35568857,-0.39150733,0.21294926,-0.14286767,-0.19227384,-0.46048972,-0.3580001,-0.2625158,-0.36925605,-0.0038469026,-0.2520783,0.061087567,-0.16449672,-0.12791471,-0.3579817,-0.21217224,0.5763299,0.29049852,10.0
-0.23743406,-0.25859165,-0.1259687,-0.28035074,-0.3347202,-0.27437958,-0.20107886,-0.17385642,-0.18844599,-0.5987895,-0.32302457,-0.38230097,-0.2985402,-0.34061915,-0.3776447,-0.21484767,-0.12392802,-0.115742885,-0.32300645,-0.3172926,0.023631185,-0.28065172,12.0
-0.24704261,-0.21670392,-0.12976235,-0.34443638,-0.34719062,-0.37291276,-0.21645892,-0.19600847,0.13351011,1.0608083,-0.396898,-0.3544196,-0.41931498,-0.3509517,-0.34841767,-0.17689534,-0.1551165,-0.1167628,-0.39687932,-0.31343704,0.096943356,-0.21445975,10.0
-0.24699295,-0.23702243,-0.12976235,-0.3639273,-0.369625,-0.37512806,-0.21774293,-0.26090842,-0.19844298,-0.18389007,-0.38091436,-0.34653562,-0.4196676,-0.38516143,-0.34015322,-0.27177617,-0.15194726,-0.10417628,-0.3808958,-0.34724385,0.10299821,-0.24135798,13.0
-0.12252879,-0.25602877,-0.12999907,-0.2966914,-0.0722458,-0.2235732,-0.13047065,-0.016985387,1.738997,-0.29452994,-0.36520335,-0.038789347,-0.29254556,-0.0038469026,-0.017553972,0.24775742,-0.16521314,-0.12791471,-0.3651849,-0.240661,-0.06038597,-0.2796394,5.0
0.7811003,0.7369338,-0.12999907,0.092775844,-0.3828761,-0.4076154,0.76681924,0.078838214,-0.4907755,-0.5987895,-0.038434785,0.6438065,0.3897879,-0.3193126,0.5765151,0.02943757,-0.13485643,-0.12791471,-0.038418777,0.16471541,0.13094743,0.26803502,10.0
-0.11874309,0.7818355,-0.12726764,-0.2827994,0.7228199,0.24748722,-0.1374267,0.47519207,1.0890234,-0.29452994,-0.042502083,0.027126692,-0.37012354,-0.0038469026,0.04933956,0.9545726,-0.10449972,-0.12791471,-0.042486046,0.37578997,-0.48519453,-0.057346817,5.0
-0.25681755,-0.26945475,-0.12971681,-0.35550195,-0.38685784,-0.39324465,-0.2197735,-0.254613,0.04751123,-0.5987895,-0.42889848,-0.39941746,-0.38992706,-0.415816,-0.39558733,-0.26376033,-0.14821339,-0.123232596,-0.42887953,-0.36484602,0.08630934,-0.27228785,14.0
-0.23699827,-0.2665538,-0.12999907,-0.29268816,-0.29305527,-0.34380877,-0.20367952,-0.22077276,1.1387954,-0.3221899,-0.4113409,-0.36334187,-0.30149877,-0.40825513,-0.3577706,-0.24436818,-0.16497636,-0.12791471,-0.41132212,-0.25494546,0.111909755,-0.14621882,14.0
