Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
6138.258,1.852,0,1038.563,817.557,817.557,2723.654,2974.951,0.169195071,2.253684939,0.133190394,0.608213547,0.608213547,0.47,1344.194,3414.604,37.771,4647.7852,46.8428,3414.604,565.229,0.55,14.251,1.37,1344.194,705.483,-670.272,35.211
18889,474,727,6798,2505,4821,11856,1546,0.359892001,1.593201754,0.132616867,0.323318356,0.167996781,0,14911,7033,498,8862.3,8.9897,6958,-1278,56,3215,0.25,14911,963,-1180,-217
8594.704,42.258,196.695,2455.986,865.336,865.336,5508.472,905.579,0.28575574,1.560270071,0.100682467,0.175136756,0.175136756,1.5,4940.916,3086.232,130.795,4788.5076,30.743,3086.232,238.546,4.761,284.621,2.96,4940.916,739.986,73.649,813.635
4674.2,128.3,380.4,1145.7,847.9,1591.7,2439.6,3119.4,0.245111463,1.915969831,0.181400026,0.653299951,0.348013462,1,2436.4,2234.6,68.6,9655.878,18.4263,2200.1,244.6,7.5,0,3.07,2436.4,616.2,-283.4,332.8
3193.467,238.144,12.774,609.72,370.038,833.198,1295.467,1255.931,0.19092729,2.465108721,0.115873438,0.406206412,0.180403467,0,2051.169,1898,33.01,3730.5391,59.2628,1887.817,-6.875,12.874,433.595,5.73,2051.169,216.364,-55.208,161.156
1231.925,103.003,3,363.526,402.908,705.611,810.884,421.041,0.295087769,1.51923703,0.327055624,0.30213646,0.172521683,4.4,2335.405,421.041,16.567,5022.3344,33.8294,421.041,154.181,1.866,348.42,18.38,2335.405,234.958,-295.37,-60.412
349493,4616,17468,11653,51379,65646,168429,389427,0.033342585,2.075016773,0.147010097,0.179968911,0.140855843,2.7,364763,181064,630,388382.45,41.5137,174399,24288,75.3,16678,7.6,364763,45116,-17888,27228
5340.5,109.5,525.2,1153.4,785.8,1494.1,3776.5,2608.7,0.215972287,1.414140077,0.147139781,0.370037398,0.194615747,0.585,4037.7,1564,69.9,7603.1255,11.4801,1530.5,133.6,6,636.5,3.37,4037.7,373.7,-350,23.7
74929,577,4657,24367,6946,6946,54761,12733,0.32520119,1.368291302,0.09270109,0.408084131,0.408084131,2.9,17021,20168,1274,47086.47,44.9571,19916,2369,13.4,1292,5.69,17021,5500,1000,6500
7067,332,127,2563,573,1342,6158,-1828,0.362671572,1.147612861,0.081081081,0.183408501,0.078310783,0,7317,909,120,2413.9666,5.3723,806,-684,48.6,1215,0.04,7317,278,35,313
1096.898,140.5,8.382,303.629,44.732,318.263,760.882,49.602,0.276806959,1.441613811,0.040780455,0.286304027,0.040240153,0,1111.626,336.016,18.232,1127.3904,3.729,324.384,55.773,3.979,158.368,0.02,1111.626,60.473,-18.143,42.33
5272.678,450.667,10.565,1434.724,702.92,2208.391,3141.982,1508.488,0.27210537,1.678137558,0.13331366,0.319228985,0.101609017,0.685,6917.89,2130.696,83.601,4348.8951,12.3612,2130.696,382.171,14.495,1766.922,1.95,6917.89,545.63,-202.843,342.787
2408.974,7.523,50.164,728.94,428.234,1798.34,1285.93,711.048,0.302593552,1.873332141,0.177766136,0.479688704,0.114227016,0.485,3748.973,1123.044,28.288,4017.3689,5.3645,1123.044,140.234,10.38,147.158,0.89,3748.973,313.97,-281.664,32.306
8194.429,1993.125,28.742,991.685,1408.916,1591.627,4970.599,3109.385,0.121019415,1.648579779,0.171935836,0.073920596,0.065434873,0.79,21531.577,3223.83,29.681,9011.6794,20.9297,3110.871,324.898,37.508,1587.275,4.54,21531.577,642.574,-666.416,-23.842
208527,10757,39172,79999,13489,24813,183353,4524,0.38363857,1.137297999,0.064687067,0.17222041,0.093623549,0.5,144077,24832,3496,61317.101,6.2703,24805,1384,187,7866,1.19,144077,14507,3423,17930
1869.006,77.569,27.149,547.735,253.867,619.259,973.902,786.467,0.293062195,1.919090422,0.135829955,0.294261124,0.12063319,0.46,2104.454,890.45,22.469,2172.9321,17.6909,890.047,-25.617,3.65,251.29,2.4,2104.454,29.734,54.964,84.698
6937.5,209.9,601.3,3672.9,589.4,778.6,5623.5,1353.3,0.529427027,1.23366231,0.084958559,0.536595451,0.406202619,1.32,1451,1314,159.3,2543.2105,29.7292,1314,99.3,2.213,52,4.55,1451,449.2,262.2,711.4
11205.455,118.484,7.854,4488.028,1512.963,2996.029,7695.712,7823.6,0.40052171,1.456064754,0.13502022,0.498658827,0.251817441,0.8,6008.174,3489.273,273.244,7239.7763,14.3553,3254.914,777.457,31.25,38.861,3.12,6008.174,821.199,490.464,1311.663
1921.6,265.9,5.3,776.9,149.7,187.6,2092.5,-401.2,0.404298501,0.91832736,0.07790383,0.117440841,0.093714787,0,1597.4,-170.9,52.7,951.9,-2.9982,-170.9,-164.8,5.071,139,-0.21,1597.4,150.4,-46.4,104
648349,90208,119331,245649,35350,73369,511516,137161,0.378883904,1.267504829,0.054523104,0.501991023,0.241864857,0.88,146156,136833,9482,254149.9926,12.7428,128159,6181,305,17689,1.61,146156,27710,-16958,10752
151828,5576,24500,49120,5863,5863,136429,-6894,0.323523988,1.112871897,0.038616066,0.595168003,0.595168003,0,9851,15399,2119,,24.5785,11800,1360,6.9,2003,1.53,9851,3403,-145,3258
177677,18954,14988,31853,12516,24272,141653,6504,0.179274751,1.254311592,0.070442432,0.155660589,0.080267301,1.2,155929,36024,1899,55856,22.1606,35457,-1011,216,13642,3.06,155929,10058,5675,15733
1561.504,99.837,5.734,398.878,175.736,305.709,912.395,764.598,0.255444751,1.711434192,0.112542779,0.168868092,0.097073371,0.43,1810.342,649.109,18.921,1100.8908,15.0766,649.109,-10.267,4.61,248.705,1.68,1810.342,99.577,-50.881,48.696
18109,2161,178,6216,2244,4964,13682,200,0.343254735,1.323563806,0.123916285,0.273679568,0.123718161,0.22,18138,3845,529,7699.1579,13.396,3610,2257,67,2671,3.04,18138,340,-11,329
4095.2,557.5,96.8,1919,584.3,1327.8,3726.2,268.3,0.468597382,1.099028501,0.142679234,0.409435708,0.18017268,0,3243,369,128.7,6956.125,5.0176,365.9,241.9,6.5,332.8,4.09,3243,-1472.1,849.9,-622.2
5300.755,226.644,80.3,404.536,1627.477,4540.568,2016.654,6239.317,0.076316676,2.628490063,0.307027395,0.45565373,0.163320088,4.17,9964.953,3284.101,12.093,17187.7425,47.6016,3209.872,676.142,23.6,1365.5,12.48,9964.953,959.814,-758.123,201.691
1871.58,30.769,0,1236.401,192.941,222.144,1655.388,-223.751,0.660618835,1.130598989,0.103089903,0.43717602,0.37970496,0,508.134,216.192,68.913,642.9226,3.6956,216.192,37.658,2.937,0,0.89,508.134,134.219,384.964,519.183
3667.4,85.1,65.7,1087.4,471.5,966.6,2444.2,1137.3,0.296504335,1.500450045,0.128565196,0.228020099,0.11122644,1.68,4239.1,1223.2,83.2,2238.4922,23.9319,1142.1,-30.3,13.325,381.1,3.22,4239.1,261.8,-180.5,81.3
4642.2,250.6,10,953.5,207.9,874.3,4824.9,-1211.7,0.205398303,0.96213393,0.0447848,0.600934772,0.142896419,0,1454.9,-182.7,44.2,563.2528,-2.9468,-182.7,38,2.727,0,1.78,1454.9,62.3,-34.1,28.2
1716.355,50.785,0,544.732,170.357,234.685,747.602,628.738,0.317377233,2.295813815,0.099255107,0.473375705,0.343621727,1,495.769,968.753,37.732,613.2839,38.5742,968.753,-18.255,0.8,0,2.35,495.769,153.848,-40.024,113.824
32240,2291,14,7840,7045,7337,15942,21410,0.243176179,2.02233095,0.21851737,0.223212656,0.214329176,0.63,32870,16298,396,33351.84,19.1828,16267,3409,80,3571,3.71,32870,4062,-1030,3032
4931.2,561,59.7,1575.8,1083.3,1902.9,3105.8,1211.4,0.319557106,1.587739069,0.219682836,0.379668795,0.216141261,1.78,5012,1825.4,93.6,7992.3068,17.3066,1826,578.5,14,618.7,5.05,5012,849.2,-448.1,401.1
2263.801,62.843,41.936,829.709,301.84,593.44,1905.467,757.717,0.366511456,1.188055736,0.133333274,0.287277477,0.146117271,0.82,2065.738,358.334,47.111,1523.6674,3.893,314.012,-186.668,12.2,177.265,0.74,2065.738,225.846,-21.794,204.052
4532.142,893.167,252.481,1559.895,797.107,2329.362,3023.748,3534.618,0.344184935,1.49884911,0.175878646,0.544598847,0.186361567,1.69,4277.207,1465.664,93.098,6847.6847,11.7699,1465.664,354.611,5.2,339.572,3.17,4277.207,454.411,-230.956,223.455
2262.064,209.665,9.491,512.129,145.247,196.452,865.09,-173.337,0.226398988,2.614830827,0.064209943,0.392291241,0.290040956,0.01,500.781,1396.974,38.575,1024.9818,3.7811,1389.083,12.092,1.354,47.473,0.05,500.781,83.124,36.504,119.628
36762.741,2298.677,69.901,13584.987,2748.075,4732.765,21076.698,-573.486,0.369531396,1.744236265,0.074751635,0.433313353,0.251602941,,10922.269,15656.761,670.699,,15437843,15437.843,-149.425,24.5,1184.296,,10922.269,2141.737,-1820.291,321.446
5629.516,374.854,635.501,1548.963,1642.505,3525.428,4109.986,5502.211,0.275150297,1.369716588,0.291766646,0.475011884,0.221309127,2.04,7421.768,1519.53,95.38,22973.2069,6.5827,1455.062,654.679,22.45,801.036,4.03,7421.768,838.221,-719.302,118.919
103206,15133,3486,16039,13426,30226,76079,23283,0.155407631,1.356563572,0.130089336,0.271197086,0.120462253,0.6104,111454,27127,621,65993.6534,14.5333,26731,2910,302,6415,3.23,111454,12333,-6571,5762
2036.4,70.9,1.3,415,383,580,886.5,775.8,0.203791004,2.297123519,0.188076999,0.312584209,0.206413366,0,1855.5,1149.9,10.6,3962.295,12.0408,1149.9,129,5.663,290.1,2.21,1855.5,318,-36.9,281.1
1752.1,99.3,126.9,364.9,285.2,884.6,945.6,1425.7,0.208264368,1.852897631,0.162776097,0.524642667,0.169147737,0.61,1686.1,806.5,9.8,2379.7392,14.0407,806.5,22.2,7.325,176.2,2.09,1686.1,210.3,63.8,274.1
26125,566,137,11555,2301,2792,21411,-5286,0.442296651,1.220167204,0.088076555,0.265854123,0.219101124,0,10502,4714,618,25688.8402,4.8262,4752,315,157,404,0.67,10502,1366,-1070,296
9230.64,567.985,0,1054.89,878.915,993.524,3129.921,2806.471,0.11428135,2.949160698,0.095217125,0.050268547,0.044469766,3.26,19764.327,6100.719,55.446,7349.3033,28.1692,5523.584,308.364,2.686,1035.131,1.45,19764.327,758.596,-838.392,-79.796
4833.682,164.654,11.006,3975.648,561.822,992.283,4544.3,-754.074,0.822488529,1.063680215,0.11623065,0.448886541,0.254155653,0,2210.543,289.382,255.947,1334.555,4.6345,277.979,43.585,14.738,9.877,0.91,2210.543,328.486,-395.623,-67.137
5455.619,334.174,0,250,1053.379,1699.527,1843.563,3597.954,0.045824314,2.959279938,0.193081482,0.182425966,0.11306892,0.8,9316.256,3612.056,12.704,14211.3768,13.6779,3605.678,544.191,20.4,1054.552,2.31,9316.256,746.879,-229.37,517.509
23200,298,848,8009,1948,1948,18652,375,0.345215517,1.243834441,0.083965517,0.211142424,0.211142424,0.95,9226,4548,482,10074.9,10.5767,4548,615,8.54,379,1.42,9226,1397,77,1474
2289.93,261.898,246.987,1697.016,158.199,413.111,2407.729,-837.264,0.741077675,0.951074643,0.069084645,0.200210819,0.076669833,0,2063.38,-117.799,145.409,544.3706,-1.7672,-257.799,307.144,2.006,1439.648,0.11,2063.38,-190.585,137.434,-53.151
3322.8,653.9,1.4,597.6,600.5,1190.4,1387.1,1779.8,0.179848321,2.395501406,0.180721079,0.354348991,0.178752158,2.06,3359.4,1935.7,31.2,6279.9501,32.9441,1927.1,232,15.4,441.8,5.58,3359.4,391.5,-215.6,175.9
3397.117,5.961,250,683.539,919.696,997.445,2192.594,2555.972,0.201211498,1.549359799,0.270728385,0.161779993,0.14916954,0.8,6165.441,1204.523,27.028,9821.4438,10.3326,1204.523,374.792,20.158,27.74,3.2,6165.441,646.779,13.032,659.811
2453.115,161.558,129.706,621.849,191.758,239.641,877.964,785.872,0.253493619,2.794095202,0.078169185,0.397071519,0.317732109,2.03,603.521,1575.151,44.248,,11.7412,1488.47,140.652,0.32,9.042,0.57,603.521,316.547,-161.449,155.098
5716.853,56.808,32.364,1614.438,386.683,386.683,3759.288,1108.079,0.282399775,1.520727595,0.067639136,0.30150157,0.30150157,1.76,1282.524,1957.565,88.265,3327.3713,38.8542,1953.201,185.875,2.043,110.575,3.86,1282.524,364.343,-113.277,251.066
17678,3990,1476,5981,3395,6073,10854,16515,0.338330128,1.62870831,0.192046612,0.419290251,0.234396576,1.745,14484,6824,250,36264.0392,17.8072,6819,1904,49,1180,4.71,14484,1616,-3551,-1935
40830,215,1978,4913,5386,6528,18300,20964,0.12032819,2.231147541,0.131912809,0.188295019,0.155354928,0.52,34669,22530,86,42422.33,26.581,22530,3447,5.5,1121,4.47,34669,4405,100,4505
5162.3,86.4,326.4,1407.3,629.9,629.9,3555.7,890.9,0.272611045,1.451837894,0.122019255,0.241183903,0.241183903,1.46,2611.7,1606.6,86.7,3818.598,19.4504,1606.6,166.3,5.5,118.5,2.16,2611.7,488.2,-257.6,230.6
17298.5,1705.2,482.7,3741.7,1745.4,4239.5,11253.1,5826.5,0.216301992,1.537220855,0.100898922,0.328862653,0.135392587,1,12891.4,6045.4,215.1,16878.9821,22.486,5987.4,384.1,43,1358.9,3.36,12891.4,973.2,-859.5,113.7
1976.9,60,66.6,1192.5,162.8,639.4,2102.8,-424.2,0.603217158,0.940127449,0.082351156,0.176522555,0.044945061,0,3622.2,-126.9,106.2,318.1373,-4.0109,-128.5,-128.9,3.65,738.9,0.32,3622.2,-73.3,100.5,27.2
1820.361,92.405,7.886,805.101,154.857,515.98,1288.334,397.849,0.442275461,1.412957354,0.08506939,0.259050683,0.077746834,0.13,1991.811,532.027,52.976,605.3671,10.0101,532.027,-26.902,6.1,400.065,0.62,1991.811,91.773,-27.93,63.843
91956,2561,1588,12107,24191,43864,35179,34084,0.131660794,2.61394582,0.263071469,0.785108287,0.432987292,0.9,55870,56777,468,172304.92,11.766,55865,11127,106.7,4273,2.43,55870,20418,-13611,6807
117532,8476,5731,35074,22833,51440,105518,109918,0.298420856,1.113857351,0.194270497,0.55435216,0.246063819,4.25,92793,12014,1030,158919.6706,11.9815,11868,5748,379.592,2103,14.65,92793,16868,-15452,1416
3494.621,478.573,8.09,934.232,685.514,1454.045,1971.932,2810.304,0.267334283,1.772181292,0.196162617,0.470788235,0.221954565,1.64,3088.533,1522.689,46.067,8187.6581,18.7992,1518.561,266.824,6.211,568.729,5.11,3088.533,518.39,-202.33,316.06
7443,497,1295,3929,301,1611,12061,-6945,0.527878544,0.617113009,0.040440683,0.149083842,0.027854895,0,10806,-4618,314,2879.118,-57.1867,-4655,-1058,14.2,1319,-5.97,10806,-336,179,-157
28684,1881,742,8631,3931,5667,23421,-237,0.300899456,1.224712865,0.137045043,0.23995427,0.166447898,1.45,23617,5263,671,22510.0296,12.1751,5115,-1332,58,2424,3.15,23617,3077,-2086,991
2077.651,158.847,3.435,268.311,193.291,302.454,731.219,898.452,0.129141516,2.841352591,0.093033431,0.463932042,0.296487692,0.24,651.936,1346.432,16.479,1448.9996,29.1341,1346.432,68.036,0.845,4.03,1.37,651.936,162.847,-14.311,148.536
72857,1261,2552,33423,4770,4770,51807,1136,0.458747958,1.406315749,0.065470717,0.12672352,0.12672352,1.4,37641,18801,1545,50877.2126,12.0602,10271,1569,8.882,1148,1.25,37641,2547,9770,12317
12747.2,1660.6,109.3,1623.5,950.3,950.3,10338.6,546.6,0.127361303,1.232971582,0.074549705,0.126082976,0.126082976,0.38,7537.1,2151.2,84.9,8594.626,5.1143,2116.3,251.6,47.4,0,0.99,7537.1,669.5,-343.9,325.6
3586.5,92,0,1207.7,404.9,1504.1,2453.5,861.7,0.336734978,1.461789281,0.112895581,0.233356605,0.062819021,5,6445.5,1133,48.1,2931.7413,34.1862,1133,83.4,9.1,1072.8,6.05,6445.5,104.2,385.7,489.9
3388.967,432.056,19.041,316.399,352.666,978.736,1959.58,1197.794,0.093361487,1.729435389,0.104062978,0.152333281,0.054889949,0.32,6424.965,1429.387,9.075,2802.0247,22.4832,1416.013,151.244,27,150.055,2.51,6424.965,246.657,-229.95,16.707
131119,14523,3638,15122,25252,55480,61367,86523,0.115330349,2.136636955,0.192588412,0.746391142,0.339723668,2.76,74331,69752,648,291041.6291,25.0616,69752,8461,126.5,8184,6.01,74331,18471,-12260,6211
5538.664,630.861,0,747.919,845.068,1765.111,1869.318,2448.842,0.135035994,2.962933006,0.152576145,0.602548706,0.288477399,18.4,2929.408,3669.346,53.812,12018.1427,22.1782,3669.346,589.13,6.06,656.457,3.53,2929.408,778.886,-458.887,319.999
83198,315,2717,40246,6760,6760,48772,-2123,0.48373759,1.705855819,0.081251953,0.416615309,0.416615309,1.7,16226,34426,1807,89914.9696,16.0347,34076,908,11.535,459,1.05,16226,4467,471,4938
1201.205,12.411,10,271.232,147.34,542.339,683.54,353.723,0.225799926,1.757329491,0.122660162,0.302145115,0.082085303,0.64,1794.962,517.665,13.382,1087.7219,19.0795,517.665,12.732,4.797,359.741,2.49,1794.962,106.187,-3.538,102.649
10475.7,13,548.4,3488,840.5,840.5,6850.6,949.1,0.332961043,1.529165329,0.080233302,0.327272019,0.327272019,0.935,2568.2,3625.1,201.5,4379.7708,23.2617,3586.1,249.4,2.935,242.8,1.57,2568.2,698.2,84,782.2
8091,348,474.9,1841,1105.5,1105.5,4026.9,2798.5,0.227536769,2.009237875,0.136633296,0.428970548,0.428970548,1.055,2577.1,4064.1,73.7,13471.1358,33.9644,3749.4,501.4,6.49,111,4.83,2577.1,906,-4.6,901.4
10347.001,4.556,289.366,3430.013,919.4,919.4,7045.694,855.299,0.331498277,1.468556682,0.088856665,0.353383918,0.353383918,1.39,2601.703,3301.307,195.162,5430.7719,25.0204,3294.856,313.259,2.411,247.406,2.4,2601.703,824.355,14.462,838.817
15153,443,1436,5939,1874,5743,12302,5476,0.39193559,1.231750935,0.12367188,0.393814716,0.128505794,1.9,14583,2851,221,23296.8363,7.8342,2789,355,29.79,1279,2.48,14583,1793,-1063,730
3868.086,177.929,80.117,981.666,438.234,1020.494,1906.478,1435.026,0.253785981,2.028917197,0.113294792,0.359684759,0.154460575,0.72,2837.19,1961.608,32.451,3640.9402,24.5228,1929.256,181.238,13.521,703.766,2.64,2837.19,271.873,270.408,542.281
15526,789,1326,5630,3974,7568,14455,5158,0.362617545,1.07409201,0.255957748,0.383694991,0.20148043,3.33,19724,999,284,42210.9214,1.9954,729,448,43,1892,5.55,19724,2845,-1893,952
4141.909,24.299,116.7,600,644.343,854.759,1876.996,1913.109,0.144860739,2.206669061,0.155566672,0.333068232,0.251076835,0,2566.318,2264.913,22.1,4591.6838,39.6349,2254.036,237.762,4.8,192.354,4.95,2566.318,438.909,-42.081,396.828
1137.005,186.811,22.635,446.638,66.662,166.519,702.957,286.188,0.392819733,1.617460243,0.05862947,0.227326589,0.091004901,0,732.51,434.048,35.699,712.0531,19.0325,431.048,19.634,1.949,56.586,0.22,732.51,66.577,-11.493,55.084
5074,16.1,287.1,1851,274.1,274.1,3565.6,435.8,0.364800946,1.423042405,0.054020497,0.168448869,0.168448869,1.76,1627.2,1508.4,46.2,2003.7376,34.9296,1508.4,83.7,3.152,270.2,2.84,1627.2,122.6,1278.1,1400.7
7993.306,1452.677,518.267,817.202,1018,2245.191,2780.222,3547.082,0.102235796,2.875060337,0.127356566,0.487310706,0.220953272,0.36,4607.309,5213.084,61.692,10971.613,30.9808,5029.735,632.327,6.5,740.503,3.66,4607.309,717.049,-162.735,554.314
811.275,16.704,31.4,773.35,156.32,375.649,988.819,-424.113,0.953252596,0.820448434,0.192684355,0.572027891,0.238039766,0,656.697,-177.544,82.06,181.6649,-3.3165,-178.253,-10.702,4.7,6.655,0.45,656.697,82.075,-73.649,8.426
3140.6,332.8,202.6,766.7,430.7,880.3,1985.7,2058.7,0.244125326,1.581608501,0.1371394,0.232741982,0.113872511,1.21,3782.3,1154.9,41.8,5871.658,8.32,1146.5,0.9,19,481.6,1.81,3782.3,381.9,-203.6,178.3
12958.267,1281.814,1502.489,4515.113,980.261,1872.245,7706.965,2660.164,0.348434941,1.681370942,0.075647538,0.241302518,0.126340007,0.16,7758.912,5251.302,273.451,9391.7942,23.542,4827.02,638.916,6.825,9161.096,3.02,7758.912,-788.488,661.438,-127.05
52623.908,4276.775,11716.357,7495.729,1474.068,2263.402,41942.2,4875.151,0.142439611,1.254676865,0.028011375,0.183495668,0.119503779,0.25,12334.907,10495.022,965.596,8239.3276,28.0332,10302.158,113.338,13.082,21644.162,0.77,12334.907,-987.16,917.782,-69.378
37178.2,3871.6,2688.7,5367.7,4742.7,15978.1,21790.1,12490.9,0.144377619,1.706196851,0.127566692,0.81456086,0.241782051,1.96,19615.6,15388.1,187.1,73172.6567,14.4944,15373.2,401.4,39.135,2740,2.78,19615.6,4367.1,-75.1,4292
926.338,184.044,10.459,400.284,121.658,680.271,726.727,1115.657,0.432114412,1.274671231,0.131332192,0.597461099,0.10684848,0,1138.603,199.611,17.876,4077.1457,1.5672,199.611,150.053,3.5,158.241,0.91,1138.603,14.364,40.585,54.949
33684,999,1412,11764,2229,10548,20897,4818,0.349245933,1.611906015,0.066173851,0.247541715,0.052310436,0.975,42611,12787,544,25609.4394,31.0226,12779,15,195,4309,0.47,42611,2569,1845,4414
37073,1446,0,6169,6319,6319,33673,3086,0.166401424,1.100971104,0.170447495,0.138574561,0.138574561,5.49,45600,3400,340,60466.98,10.828,3400,1345,112,2882,11.75,45600,3866,-3314,552
8746.78,0.448,0,3073,1546.725,1740.243,5289.351,1058.355,0.351329289,1.653658455,0.176833646,0.719532667,0.639519403,0.16,2418.574,3457.429,168.977,9013.1666,20.5033,3457.429,628.146,0.99,13.8,3.98,2418.574,954.135,291.421,1245.556
2353.5,532.7,2.4,759.5,27.5,177,1237.7,681,0.322710856,1.901510867,0.011684725,0.091482324,0.014213355,0,1934.8,1115.8,31.1,2355.2626,7.8453,1115.8,-117.5,4.5,229.8,-0.54,1934.8,-52.9,-3.9,-56.8
2358.438,153.825,60.822,861.45,102.857,306.11,1130.102,317.874,0.365262941,2.086924897,0.04361234,0.180640204,0.060697493,1,1694.584,1228.336,66.269,1292.583,25.1543,1228.336,62.023,1.14,1769.247,1.52,1694.584,-163.647,-304.946,-468.593
18139,1253,217,811,3311,5018,9466,4597,0.044710293,1.916226495,0.18253487,0.136950411,0.090363254,1.52,36641,8673,47,22299.1665,42.2055,8659,1039,131.225,2757,9.06,36641,2792,-1378,1414
3816.6,68,80.3,1443.2,412.9,1054.5,2992.5,356.4,0.378137609,1.275388471,0.108185296,0.271323813,0.106239547,0.08,3886.5,824.1,98.4,2995.5224,6.0799,824.1,20.9,12.3,644.5,1.14,3886.5,98.3,4,102.3
36011,2398,1068,5323,4388,5529,14991,17361,0.147815945,2.402174638,0.121851656,0.509773188,0.404573115,0.8,10846,21020,285,19095.75,31.1407,21020,3019,3.33,357,1.44,10846,5487,-1593,3894
17840,1958,11,3376,2738,2738,10707,6488,0.189237668,1.666199682,0.153475336,0.211412246,0.211412246,1.06,12951,7133,165,30917.7281,13.0595,7054,239,57,0,2.86,12951,2112,-961,1151
7167,1383,505,2919,1007,2583,6039,579,0.407283382,1.186785892,0.140505093,0.303133435,0.118178618,0.33,8521,1128,225,8694,2.6783,924,630,32,819,1.02,8521,602,-297,305
6722.046,971.65,0,2100,951.119,3208.723,3772.975,3274.172,0.312404884,1.781630146,0.141492486,0.532672545,0.157893024,1.52,6023.819,2949.071,79.271,10462.5045,8.7225,2949.071,320.461,31,562.047,1.56,6023.819,888.564,-227.319,661.245
4414.3,77.3,270.8,1014.1,701.5,1823.5,2604.9,796.6,0.229730648,1.694613997,0.158915343,0.429746418,0.165323341,1.48,4243.2,1809.4,49.7,9518.652,13.9579,1792.2,251.7,10,713.8,3.4,4243.2,503.6,-348.9,154.7
3443.957,665.309,27.026,864.521,72.497,281.061,1904.843,-337.38,0.251025492,1.808000449,0.021050495,0.12215322,0.031508256,0,2300.889,1539.114,85.4,692.0271,6.258,1488.204,-126.092,13.8,357.617,-0.27,2300.889,6.96,950.554,957.514
