Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
95377,6515,568,24274,15309,31658,55069,38907,0.254505803,1.731954457,0.160510396,0.795287261,0.384580601,1.84,39807,40308,693,161817.794,14.5842,40088,2842,68,4866,2.69,39807,10376,-9044,1332
27540,4140,756,9154,3212,5485,14612,5264,0.332389252,1.884752258,0.116630356,0.442374385,0.259053149,0,12399,12928,480,17149.6,11.6154,12080,-324,31.4,2889,-0.24,12399,3168,1745,4913
4423,189.5,40.7,2138.5,357.1,987.2,2694.1,348.4,0.483495365,1.641735645,0.080737056,0.596495468,0.215770393,0,1655,1728.9,120.1,4768.928,15.2192,1728.9,-31.7,4.4,213.1,-0.02,1655,274.6,1072.7,1347.3
45904.434,1187.844,782.334,14492.237,3664.324,3664.324,37619.44,8160.6,0.315704513,1.220231721,0.079825056,0.337861326,0.337861326,3.42,10845.645,8284.994,700.545,13160.6811,45.117,8081.809,-627.54,13.513,878.123,7.11,10845.645,2998.699,688.232,3686.931
620.161,3.879,18.159,134.538,53.428,53.428,399.288,65.392,0.21694044,1.553167138,0.086151822,0.401998405,0.401998405,0.8075,132.906,220.873,5.293,699.7502,13.4043,218.437,22.742,0.309,4.094,1.39,132.906,47.071,0.714,47.785
32906,2398,972,10723,8586,16543,22563,30662,0.325867623,1.458405354,0.260925059,0.549437045,0.285163904,4.44,30109,10343,209,106557.3618,17.2575,10298,4164,91.584,3385,8.23,30109,6662,-4626,2036
4906.4,27.5,187.7,1370.4,409,409,3013.4,597.7,0.279308658,1.628194067,0.083360509,0.30529223,0.30529223,2.08,1339.7,1893,70.3,3181.2564,38.1961,1893,151.6,1.963,104.2,2.96,1339.7,332,-125.3,206.7
3041.859,325.128,1.546,1010.304,322.751,810.048,2047.797,1271.478,0.332133738,1.485429952,0.106103209,0.335849568,0.133814026,0,2411.937,988.411,34.605,2135.835,27.5584,988.411,33.419,10.497,479.04,3.88,2411.937,215.854,-119.86,95.994
8463,1030,4,4392,1541,3094,9415,-1169,0.518964906,0.898884758,0.18208673,0.512421332,0.255216959,1.64,6038,-952,225,13651.983,-5.8531,-964,109,14,768,4.13,6038,1165,-1042,123
10295.86,872.797,569.817,2422.75,796.947,1111.301,5379.181,5101.384,0.235313029,1.914019997,0.077404607,0.614122653,0.44040562,1.2,1809.575,4916.679,152.492,5360.6483,28.5518,4916.679,-199.64,1.294,127.071,-1.43,1809.575,600.795,-290.881,309.914
7673,498,50,3001,963,2117,6112,662,0.39111169,1.255399215,0.125505018,0.323551888,0.147180193,0,6543,1546,170,5053.776,5.3933,672,215,33.5,699,2.11,6543,855,-467,388
5636.387,129.972,0,2086.252,789.061,789.061,4109.383,670.721,0.37013995,1.371589604,0.139994113,0.543274792,0.543274792,1.6,1452.416,1527.004,121.044,4602.3843,17.9396,1527.004,-389.97,2.08,68.198,3.11,1452.416,588.979,-119.107,469.872
24701,716,191,15064,2282,2282,21226,-2000,0.609853852,1.163714313,0.092384924,0.11630396,0.11630396,0,19621,1082,1001,1479.3402,4.1831,417,-286,131.61,326,1.36,19621,558,232,790
918.528,24.505,1.802,358.513,106.155,282.269,619.448,163.816,0.390312544,1.48281696,0.115570783,0.219913256,0.082704412,0.52,1283.547,299.08,18.822,616.2356,9.6824,299.08,45.047,1.293,338.494,1.66,1283.547,107.429,-77.51,29.919
33837.5,587.5,601.9,11290.9,2347.2,5334.2,22453.1,1245.1,0.333680089,1.50703021,0.069366827,0.402156212,0.176960193,0.76,13264,11384.4,387.7,21543.625,23.5208,11348.8,316.8,53.4,2116,2.66,13264,1828.5,7340.4,9168.9
21031,2756,566,4049,1442,1957,9157,382,0.19252532,2.296712897,0.068565451,0.291610788,0.214871107,0.125,6711,11874,306,18072.9426,20.2106,10721,-627,12.4,1380,-0.3,6711,2786,-1801,985
798.183,87.878,83.368,72.9,-12.986,75.262,297.64,66.665,0.091332439,2.681706088,-0.016269452,0.159623836,-0.027542121,0,471.496,500.543,9.708,635.1075,5.9109,500.543,-45.644,1.8,143.612,-0.32,471.496,11.095,-0.65,10.445
21011,1180,63,7011,855,2179,11411,3525,0.333682357,1.841293489,0.04069297,0.642962526,0.25228681,0.4,3389,9600,412,16495.1659,21.4306,9288,-996,2.274,89,-2.41,3389,1351,-768,583
34892,956,650,9842,4100,4100,22483,9938,0.282070389,1.551928123,0.117505445,0.414644013,0.414644013,2.36,9888,12409,589,31385.4733,42.7281,12409,1626,28.044,257,5.66,9888,3034,-1347,1687
18691.9,26.4,1851.1,6058.2,1427.4,1427.4,14620.7,-997.3,0.324108304,1.27845452,0.076364629,0.317729549,0.317729549,0.64,4492.5,4071.2,355.1,7154.7624,12.5981,4071.2,341.5,8.007,494.4,1.06,4492.5,803.3,790.5,1593.8
41155.277,84.476,647.529,14194.718,3517.058,3517.058,30134.428,3871.298,0.34490639,1.365722854,0.085458251,0.316654662,0.316654662,1.34,11106.92,11020.849,646.907,20643.9761,21.7278,11020.849,1122.778,11.512,604.226,2.21,11106.92,3052.299,208.65,3260.949
25614,2541,12,7058,3649,6233,20355,5084,0.275552432,1.258364038,0.142461154,0.254325118,0.148890158,3.5,24508,5259,301,40717.3154,30.0398,5259,1974,67,816,11.89,24508,2813,-1786,1027
3079.801,3.521,93.289,679.334,221.569,221.569,2229.304,405.31,0.220577239,1.381507861,0.071942635,0.319688404,0.319688404,1.8725,693.078,850.497,39.128,1712.074,29.7065,850.497,59.106,1.108,70.055,2.13,693.078,222.147,-86.208,135.939
5499.321,5.079,302.79,1817.684,405.283,405.283,3823.094,387.205,0.330528805,1.43844776,0.073696916,0.3223575,0.3223575,2,1257.247,1676.227,94.97,2748.6408,34.6815,1676.227,163.054,1.552,49.206,3.05,1257.247,289.012,-9.366,279.646
15223.518,2045.961,617.959,3739.141,2136.3,2712.961,6968.81,7313.073,0.245616092,2.184521891,0.140328931,0.16738281,0.131804289,1.5,16208.122,8254.708,185.119,18971.2262,24.7222,7879.865,829.79,23.9,2479.958,2.52,16208.122,1737.533,-613.966,1123.567
43109,2233,0,9819,2757,4149,21612,22715,0.227771463,1.994678882,0.063954163,0.411199207,0.273240833,3.01,10090,21497,292,54436.6727,28.1287,21497,-533,11,866,-1.06,10090,3383,391,3774
3130.315,450.193,0,793.058,329.915,538.378,1613.672,1992.57,0.253347666,1.93987068,0.105393547,0.237003561,0.145234445,0.96,2271.603,1516.643,29.058,2766.4137,15.4657,1516.643,22.285,9.3,280.13,0.33,2271.603,340.522,-97.142,243.38
43148,199,4360,18192,4092,4092,36907,-4358,0.421618615,1.169100713,0.094836377,0.281005356,0.281005356,1.44,14562,6241,1146,13699.3937,14.1089,6241,-6174,15.707,564,2.23,14562,3371,-22,3349
9939.6,0.3,460.9,2405.8,825.9,825.9,6495.8,2338,0.242041933,1.530157948,0.083091875,0.365571884,0.365571884,1.1275,2259.2,3443.8,149.6,6679.965,17.2449,3443.8,344,2.453,161.5,1.72,2259.2,644.6,-99.1,545.5
8762.6,184.5,80.5,3537.1,813.2,1136.4,6489.6,-136.2,0.403658731,1.350252712,0.092803506,0.204734623,0.146506684,0.8,5550.6,2273,193.8,4235.894,13.7424,2273,-21.4,6.4,630.4,0.55,5550.6,603.2,-337.5,265.7
16138.751,248.875,1520.927,7919.996,1667.626,1667.626,12709.836,-154.35,0.490744048,1.269784362,0.103330549,0.186934014,0.186934014,2.46,8920.934,3428.915,480.242,12095.2536,0.8959,188.745,324.931,2.384,200.946,1.68,8920.934,1351.614,-584.792,766.822
1912.385,0,76.084,505.341,184.544,184.544,1242.281,135.679,0.264246478,1.539414191,0.096499397,0.229664024,0.229664024,1.25,803.539,670.104,31.935,1605.3984,17.0302,670.104,62.419,2.054,83.74,1.61,803.539,163.386,-4.062,159.324
2717.752,185.488,4.804,564.583,272.279,1187.31,1757.714,618.021,0.20773897,1.546185557,0.100185374,0.122108132,0.028002358,1.02,9723.431,960.038,27.057,2153.784,15.7303,960.038,93.129,7.9,916.311,2.05,9723.431,186.934,-141.943,44.991
7741,112,3,2099,1093,1753,3850,667,0.271153598,2.010649351,0.141196228,0.308789854,0.192531267,0.71,5677,3891,108,5810.812,34.1526,3849,353,16,710,3.67,5677,943,-88,855
9135,492,195,5133,1117,1685,8772,-2268,0.561904762,1.041381669,0.122276957,0.251417487,0.166666667,0,6702,363,263,2826.3046,1.5646,254,54,27,983,2.32,6702,751,-228,523
15769,1820,629,3787,2617,6703,10856,13628,0.240154734,1.452560796,0.165958526,0.45394826,0.177231478,1.56,14766,4913,133,24384.5908,18.7541,4826,1223,47,1546,5.84,14766,1325,-1184,141
68598,177,2216,16220,5662,5662,50406,5742,0.236450042,1.360909416,0.08253885,0.32050266,0.32050266,1.89,17666,18192,880,30803.8268,35.3803,17934,1391,24,463,3.68,17666,4409,1171,5580
47786,349,2692,14429,2933,2933,32545,9969,0.301950362,1.468305423,0.061377809,0.288029068,0.288029068,2.965,10183,15241,673,25175.3979,51.8523,12971,1409,16.575,258,4.12,10183,2319,2513,4832
1103.551,119.691,0,576.326,31.027,64.483,764.416,-356.896,0.52224682,1.443652409,0.028115601,0.151012637,0.072662083,0,427.004,339.135,47.1,325.3068,2.7105,339.135,-235.77,2.199,32.354,-1.21,427.004,21.285,-9.375,11.91
12056.738,1221.653,361.84,2675,1573.584,2911.893,7478.06,8075.101,0.221867639,1.612281528,0.130514904,0.256311619,0.138510537,2.52,11360.753,4578.678,136.517,14479.9966,34.1406,4575.255,317.693,48.95,1173.329,6.48,11360.753,1169.843,-802.423,367.42
55072,2107,0,2218,962,962,50153,3718,0.04027455,1.098079876,0.017468042,0.14905485,0.14905485,2.1525,6454,4919,85,7659.7429,56.5552,4916,711,7.6,0,5.43,6454,1150,2718,3868
38315,341,1441,17808,3979,3979,28416,51,0.464778807,1.348360079,0.103849667,0.529333511,0.529333511,1.5175,7517,9899,888,23144.8406,14.5631,9899,852,12.689,356,2.75,7517,2890,-439,2451
11534.8,238.5,0.8,4278.4,919.5,1975.1,7280.4,1331.8,0.37091237,1.584363497,0.079715296,0.40390593,0.18803681,1.34,4890,4254.4,148.4,10191.5636,23.406,4254.4,430.9,26,524.2,2.67,4890,861.4,-600.1,261.3
74129,9158,6892,30053,12698,36888,62930,38599,0.405414885,1.177959638,0.171295984,0.587397889,0.202200672,2.91,62799,11199,1109,149411.64,7.7629,11085.441,5729,264,2723,4.86,62799,10404,-2942,7462
4038.62,146.103,85.89,673.629,269.179,524.449,2485.597,428.212,0.166796827,1.624808849,0.066651232,0.105457668,0.054127264,0,4973.076,1553.023,59.782,1377.908,31.5585,1553.023,92.574,11.603,831.826,1.95,4973.076,113.336,-24.19,89.146
4485.842,244.1,0.699,1045.469,140.246,257.385,1863.088,134.208,0.233059702,2.407745635,0.031264142,0.672172675,0.36625883,0,382.915,2622.754,66.461,4766.7641,39.9347,2622.754,-245.928,0.395,0,-4.39,382.915,486.263,1266.113,1752.376
1448.44,2.596,0,631.247,46.33,90.748,848.662,293.963,0.435811632,1.706733658,0.031986137,0.143113525,0.073064416,0,634.098,599.778,30.644,282.1677,38.2365,599.778,-26.591,2.472,70.402,-1.7,634.098,-0.564,75.971,75.407
171615,2595,10688,31398,20058,42654,111775,60738,0.182956035,1.535361217,0.116877895,0.807473876,0.379713766,1.2,52824,59840,1247,197153.6,9.8056,59520,5701,96.5,6783,1.94,52824,15901,-8921,6980
114904,635,3697,32216,8049,8049,87292,9370,0.280373181,1.316317647,0.070049781,0.256664541,0.256664541,1.264,31360,27612,1678,32794.0022,27.9611,25837,1098,34.396,1638,2.19,31360,8445,1191,9636
45932,4569,0,13881,9169,11791,33121,34854,0.302207611,1.386793877,0.199621179,0.609763666,0.474168692,2.305,19337,12773,754,131404.0526,6.5714,12770,15467,8.3,2051,3.12,19337,3791,-5299,-1508
89772,3610,1089,26186,5368,7293,54546,25355,0.291694515,1.645803542,0.059795927,0.307812434,0.226564808,1,23693,35226,1402,62036.6677,28.2671,34974,-3561,13.3,1018,-2.77,23693,4403,764,5167
5837.133,770.985,614.485,2750.405,738.75,2070.383,5940.793,4167.601,0.47119108,0.982551151,0.126560419,0.607760874,0.216860043,0.75,3406.575,-103.66,88.97,2820.3121,-0.5609,-104.144,41.307,14.2,92.726,1.35,3406.575,490.692,-224.099,266.593
7979.3,827,0,1733.2,909.1,1147.1,3795,-10987,0.217212036,2.102582345,0.1139323,0.330385945,0.261837558,0,3472,4184.3,115.6,3872.1055,3.3296,4145.5,-33.6,9.224,986.8,-0.11,3472,1099.2,-48.3,1050.9
927.681,82.584,11.032,572.956,117.276,168.995,771.407,-239.519,0.61762179,1.202583072,0.126418456,0.282081926,0.195753957,1.5,599.099,156.274,28.977,1687.6164,3.8568,156.274,14.697,0.953,52.622,1.18,599.099,102.117,-120.809,-18.692
127136,7102,11653,18945,17439,36186,69153,72046,0.149013655,1.838474108,0.137168072,0.554158563,0.267063814,2.6714,65299,57983,579,225905.8256,21.586,57593,7381,105,4716,3.84,65299,15435,-9213,6222
6471.08,4.522,560.448,2119.364,487.095,487.095,4714.679,512.291,0.327513182,1.37253883,0.075272597,0.357382621,0.357382621,0.88,1362.951,1756.401,135.733,2732.1322,21.0404,1675.952,96.358,1.814,73.027,1.47,1362.951,415.454,242.392,657.846
40070,423,888,10895,3314,3314,26940,8911,0.271899176,1.487379362,0.082705266,0.359904431,0.359904431,1.64,9208,13130,385,22153.5201,26.0069,13130,919,13.065,887,2.72,9208,3311,966,4277
10178.2,698.882,466.103,3003.691,1019.103,1962.864,5518.837,1539.682,0.295110236,1.844265377,0.100126054,0.255965331,0.132895115,0.36,7668.476,4659.363,161.192,5864.8742,14.602,4659.363,602.786,4.623,7537.315,1.84,7668.476,68.27,350.735,419.005
30052,3303,0,5335,3597,6479,19537,10063,0.177525622,1.538209551,0.119692533,0.269184428,0.149445345,2.8675,24069,10066,232,41577.6,34.3784,10066,1976,63,5455,6.92,24069,2852,-1930,922
10060,64.8,4958.7,1611.1,971.3,3313.2,7749.7,3133.3,0.160149105,1.298114766,0.096550696,0.153325003,0.044948864,0,21609,2310.3,192.5,4896.7198,22.9533,2310.3,430.5,26,3520.1,4.11,21609,516,-35.6,480.4
7101.2,1526.4,448.6,1516.3,1180.3,2647.7,5111.1,4129.6,0.213527291,1.389368238,0.166211345,0.450327409,0.200748363,2.935,5879.5,1990.1,71.3,15720.69,15.4872,1990.1,525.5,22,526.6,5.6,5879.5,947.3,-397.7,549.6
28342,0,1621,15330,5022,5022,23073,4792,0.540893374,1.228362155,0.177192859,0.366515837,0.366515837,1.92,13702,5269,773,26719.2364,10.2349,5269,618,25.2,315,2.71,13702,3957,-1583,2374
10902.454,58.801,791.41,4599.864,1745.958,2581.005,8850.179,992.994,0.421910884,1.23189079,0.160143579,0.380287474,0.257250938,1.7,6786.984,2052.275,147.843,3979.7857,38.3868,2052.275,141.18,34.5,69.529,5.13,6786.984,1599.093,-185.922,1413.171
18707,208,958,6473,1524,1524,12982,3335,0.346020206,1.440995224,0.081466831,0.36053939,0.36053939,2.27,4227,5725,361,10471.712,40.063,5725,611,5.91,291,4.16,4227,1092,560,1652
77956,2929,3153,16463,5937,7352,36427,31827,0.211183232,2.140060944,0.076158346,0.264365336,0.213484358,2,27810,41529,570,116814.4102,29.5212,41078,-1772,100,4225,1.14,27810,6261,-5428,833
7389.1,363.7,420.7,3938.3,1063.9,2654.8,6779.4,90.9,0.532987779,1.089934212,0.143982352,0.391661626,0.156956759,0.61,6778.3,609.7,229.9,8772.4739,3.1512,609.7,357.3,23,659.9,2.96,6778.3,906.9,-540.9,366
12038.149,194.986,110.901,3196.616,739.979,854.623,10942.902,-86.895,0.265540491,1.100087436,0.0614695,0.281947995,0.244125884,0.51,3031.137,1095.247,162.093,5379.102,5.7692,1092.713,187.366,23.463,26.431,1.07,3031.137,463.595,-188.93,274.665
6752.521,889.793,741.214,1211.326,2018.95,6119.976,4874.08,3509.146,0.179388705,1.385393962,0.298992036,0.516209637,0.170295022,3.36,11855.602,1878.441,154.088,24996.3136,20.1955,1878.441,1179.447,42.55,1068.326,12.85,11855.602,1308.572,-307.353,1001.219
4723.2,77.6,304.7,724.2,940.7,2077.4,2088,2886.4,0.153328252,2.262068966,0.19916582,0.559674551,0.253434991,2.54,3711.8,2635.2,52.2,9925.0965,45.1631,2617.2,412.1,12.1,530.5,9.41,3711.8,576.1,-116,460.1
3923.203,257.226,32.045,1020.698,642.108,1142.608,2368.498,1204.133,0.26016956,1.656409674,0.163669328,0.238895543,0.134251414,1.46,4782.877,1554.705,54.17,5227.4711,15.4482,1532.358,250.587,20,372.814,2.74,4782.877,398.679,-315.696,82.983
3730.567,18.282,528.009,808.005,279.665,279.665,2441.327,483.216,0.2165904,1.528089846,0.074965816,0.269816691,0.269816691,1.0638,1036.5,1289.24,38.049,2677.6138,16.2213,1289.24,115.928,0.75,60.61,1.56,1036.5,262.24,-2.667,259.573
700.102,10.194,0,339.473,11.787,73.127,418.704,-264.308,0.484890773,1.672069051,0.016836118,0.263923978,0.042540675,0,277.076,281.398,26.175,528.457,3.6476,281.398,-128.391,1.8,9.66,-1.96,277.076,5.131,15.67,20.801
51319,96,2289,10182,4099,4099,37127,9491,0.198406048,1.382255501,0.079872952,0.345353442,0.345353442,1.92,11869,14187,604,23455.1339,36.8189,11996,1314,12.39,239,3.99,11869,3256,95,3351
1470.493,0.436,90.33,320.981,153.566,234.56,976.196,247.065,0.218281216,1.506350159,0.104431643,0.537874323,0.352145329,0.914,436.087,494.297,22.093,1666.1748,13.5161,494.297,59.743,0.736,45.539,1.63,436.087,96.949,30.344,127.293
109697,1975,4828,42629,7639,7639,82803,10176,0.388606799,1.324794995,0.069637274,0.383946522,0.383946522,2.2225,19896,26730,1317,48717.4809,23.7411,23513,2398,32.015,2782,2.93,19896,4894,15725,20619
23286,1680,566,2821,5024,7495,14845,11095,0.121145753,1.568608959,0.215751954,0.366952264,0.245973072,0.35,20425,8441,122,30659.6242,13.7216,8441,2972,53.536,337,3.63,20425,4293,-1924,2369
403821,5788,9832,113681,50162,86879,279711,39695,0.281513344,1.44370797,0.124218404,0.530516661,0.306308507,1.92,163763,124110,5802,261091.4148,20.0578,123135,12603,268.54,2039,2.18,163763,39344,-14462,24882
15634.9,1131.8,12.1,3815.3,1906.9,4530.8,9261.3,3206.1,0.244024586,1.688197121,0.121964323,0.397198187,0.167170748,2.26,11406.9,6373.6,194.5,17497.1064,41.7344,6367,738.3,54.023,1478,6.83,11406.9,1485.2,-433.1,1052.1
20435,3316,228,6686,2956,7773,10885,8081,0.327183753,1.877354157,0.14465378,0.686357616,0.261015453,1.52,11325,9550,228,44928.75,25.4667,9550,1525,33,2030,4.91,11325,1812,2361,4173
16721.804,3919.3,98.472,7336.93,2655.248,9686.472,13166.81,7648.02,0.438764263,1.269996605,0.158789566,0.192318136,0.052718095,1.24,50366.919,3479.608,184.188,28393.9518,6.2181,3479.608,514.701,51.9,2639.174,1.91,50366.919,1933.142,-2404.731,-471.589
35629,1407,99,8244,2918,3548,18028,10605,0.231384546,1.976314622,0.081899576,0.381505376,0.313763441,0.1,9300,17601,551,15539.904,30.2341,17442,1055,9.4,1673,1.82,9300,3056,-1635,1421
5170,229.6,105.1,1771.9,66.7,314.4,3725.2,183.4,0.342727273,1.387844948,0.012901354,0.100299879,0.021278632,0.24,3134.6,1444.8,130.1,1735.1753,12.4416,1355.2,-720.1,8.5,1037,-1.08,3134.6,-43.7,323.5,279.8
3891.213,543.789,183.071,850.252,492.819,1059.115,1753.696,1755.876,0.218505643,2.218864045,0.126649197,0.566969856,0.263817921,1.36,1868.027,2137.517,54.941,7102.364,48.4995,2137.517,170.616,12.6,316.171,6.67,1868.027,408.48,-118.692,289.788
9446,900,12,2433,898,2659,4695,2455,0.257569342,2.011927583,0.095066695,0.521168169,0.176009408,0.592,5102,4750,170,3175.7,37.6727,4144,44,10.3,151,0.34,5102,782,-59,723
4346,347,117,1294,763,1493,3686,-1765,0.297745053,1.179055887,0.175563737,0.17362484,0.088731248,0,8599,620,74,3388.1229,10.5649,573,356,31,730,7.2,8599,489,-91,398
20398,3295,465,6468,2090,2491,12271,6249,0.317089911,1.662293212,0.102461026,0.103770048,0.087065195,2.1,24005,8127,299,10222.905,46.7494,5465,695,6.3,2640,6,24005,1304,2366,3670
16431,1154,631,2978,5739,8876,5958,32581,0.181242773,2.757804632,0.349278802,0.663874346,0.429244577,1.64,13370,10473,80,72676.9525,10.5152,10473,3601,29.865,1790,3.41,13370,4614,-3810,804
15358,1298,427,3253,1607,2911,9784,3941,0.211811434,1.569705642,0.10463602,0.211125616,0.116550624,0.08,13788,5574,174,13125.1367,20.6225,5574,755,36,4494,2.64,13788,1012,-168,844
45907.5,786.2,1255.5,15372.4,4591.2,9294.7,24368.2,11290.6,0.33485596,1.883910178,0.100009802,0.508626964,0.251240827,0.6,18274.1,21539.3,469.6,55515.5128,54.745,21539.3,1382.8,55,2213.3,5.8,18274.1,3156.3,2860.6,6016.9
2487.672,137.385,29.161,1624.486,428.618,720.412,2188.286,-1304.988,0.653014545,1.136813013,0.17229683,0.546015683,0.324858761,2.38,1319.398,-186.49,82.377,5447.306,-2.0527,-186.49,117.676,47,24.156,1.3,1319.398,463.235,-292.746,170.489
2758.3,148.8,24.2,635,387,832.8,1452.3,1206.6,0.230214262,1.899263238,0.14030381,0.311933478,0.144954678,1.04,2669.8,1306,34.6,3074.765,16.4609,1274.9,117.6,14.111,545.8,2.47,2669.8,402,-169.4,232.6
21436.087,76.163,264.475,1133.165,865.38,865.38,16869.226,4468.372,0.052862493,1.270721431,0.040370241,0.219939415,0.219939415,0.555,3934.629,4566.861,83.345,8705.9666,38.692,4566.861,895.406,3.128,0,4.5,3934.629,1398.708,-319.791,1078.917
1387.518,273.555,22.484,331.423,398.388,938.587,837.483,441.608,0.238860325,1.65677154,0.287122762,0.392178959,0.166462343,0.6,2393.262,550.035,19.885,5191.4848,5.0729,550.035,222.401,6.329,307.034,2.09,2393.262,361.942,-170.436,191.506
6366.177,425.354,50.727,3313.276,952.051,1337.865,4242.164,2446.064,0.520449871,1.500690921,0.149548308,0.320825011,0.228305377,0.4,4170.077,2099.92,105.563,8994.6025,11.4468,2099.92,297.024,11.5,17.105,1.97,4170.077,717.909,1822.19,2540.099
9401.051,577.658,19.924,3391.627,460.266,1041.597,5855.368,-389.887,0.360771046,1.605544007,0.048958994,0.534719933,0.236284671,1,1947.93,3545.683,152.719,3019.4671,41.0075,3539.766,3.48,8.2,0,1.08,1947.93,284.163,-358.735,-74.572
9125.3,563.4,119.1,2937.5,1007.8,1415.2,4814.2,3383.8,0.321907225,1.895496656,0.110440205,0.308436676,0.21964562,0.44,4588.3,4311.1,181.9,4222.296,25.7627,3918.5,345.5,17.68,665.8,2.25,4588.3,1090.2,-290.1,800.1
22373,349,79,6200,3567,5394,12749,8303,0.277119743,1.754882736,0.159433245,0.146254169,0.096716466,0.675,36881,9624,249,26955.87,26.615,9608,1813,114,2732,4.65,36881,2716,-2377,339
40140,2179,965,10740,6953,12374,31481,2598,0.267563528,1.275054795,0.173218734,0.338494365,0.190201335,0,36556,8659,614,22928.9954,27.5227,8659,2265,88,873,8.1,36556,5542,-3213,2329
3869,427,0,1083,543,834,1983,-1167,0.279917291,1.951084216,0.140346343,0.276433543,0.179980113,0,3017,1886,146,4221.303,12.903,1886,439,6.6,236,1.72,3017,373,-1129,-756
24699,9,1239,6595,2226,2226,17454,1545,0.267014859,1.415091097,0.090125106,0.366359447,0.366359447,1.715,6076,7245,382,12726.796,29.2786,7103,633,8.629,527,2.69,6076,2123,-265,1858
55718,1277,758,14249,9310,9310,35786,31315,0.255734233,1.556977589,0.167091425,0.466877288,0.466877288,2.255,19941,19932,698,84584.6323,24.4317,19932,4156,42.919,717,5.09,19941,7525,-4246,3279
2479.303,0.893,3.693,816.142,61.33,94.667,1285.233,681.554,0.329182032,1.929068893,0.024736791,0.157207931,0.101847131,0,602.177,1194.07,55.122,1383.6438,23.1885,1194.07,-135.624,1.216,3.34,-2.71,602.177,240.13,-129.101,111.029
7679.584,2.112,0,3401.478,235.541,285.302,3673.132,-1591.434,0.442924773,2.090745446,0.030671062,0.281355982,0.232283228,1.1625,1014.025,3096.97,137.784,9749.6083,11.3996,3046.652,299.787,1.587,0,1.1,1014.025,536.929,-429.282,107.647
122810,10430,7193,25777,14985,43386,82621,38264,0.209893331,1.486425969,0.122017751,0.234721922,0.081070115,2.375,184840,38177,1067,152358.08,40.2038,38274,7670,230,0,7.37,184840,9795,-1011,8784
40377,3476,3681,12394,7699,7699,39948,396,0.306956931,1.010738961,0.190677861,0.126407907,0.126407907,3.12,60906,429,395,99740.1246,0.4666,405,2488,434,342,3.89,60906,6473,-3140,3333
7087.4,115.1,49.3,8024.9,987.8,1777.1,9023.1,-2552.3,1.132276999,0.785472842,0.139374101,0.61632101,0.342581674,0,2883.4,-1935.7,661.4,1232,-21.9966,-1935.7,-465.1,8.4,242.3,-3.06,2883.4,419,-196,223
10317.802,33.747,105.895,4030.23,1697.019,1697.019,5710.889,4532.254,0.390609357,1.806689291,0.164474856,0.173782131,0.173782131,0.4,9765.21,4597.594,127.119,10279.5005,46.9132,4533.22,700.121,81.125,125.365,7.22,9765.21,1288.474,-125.948,1162.526
9739.287,1227.862,279.718,2039.18,1969.46,6127.52,4798.366,1503.995,0.209376723,2.029709072,0.202218088,0.509819325,0.163862177,1.53,12019.003,4940.921,94.73,22087.5936,11.9342,4940.921,1075.865,69,1569.325,3.15,12019.003,1477.919,-1076.879,401.04
4314.55,174.72,221.446,1556.952,680.595,1649.379,3201.127,2240.918,0.360860808,1.347822189,0.157744145,0.393594686,0.162411778,1.36,4190.552,1113.423,90.56,7910.5308,14.0189,1113.423,331.355,11.083,473.294,4.95,4190.552,482.712,-356.166,126.546
3077.801,471.781,0.003,357.023,361.159,714.304,1418.184,-402.069,0.115999377,2.170240956,0.117343194,0.307434996,0.155442103,0.25,2323.431,1659.617,25.623,2364.8112,11.3318,1654.176,85.467,22.1,381.245,0.69,2323.431,295.967,-142.002,153.965
8471.475,258.986,0.138,1982.751,971.571,1285.757,3898.999,1632.142,0.234050269,2.172730744,0.114687348,0.357883711,0.270431688,0.8,3592.667,4572.476,141.544,16562.2259,34.5512,4572.476,400.184,7.533,345.616,3.23,3592.667,644.588,-304.585,340.003
664.948,4.854,3.701,127.106,60.287,254.681,388.133,90.914,0.191151789,1.71319625,0.090664232,0.208428949,0.049338412,1,1221.908,276.815,11.181,457.1876,13.9622,276.815,9.475,2.318,283.421,0.88,1221.908,58.183,-58.076,0.107
72688,9807,323,18705,8255,31592,42407,24691,0.25733271,1.714056642,0.113567576,0.269209466,0.070344522,1.47,117351,30281,596,87407.8808,27.5904,29880,1396,360,8956,4.06,117351,7847,2606,10453
6058.705,5.573,331.385,1444.3,448.058,448.058,4654.562,788.546,0.238384275,1.301670275,0.073952767,0.190698765,0.190698765,1.925,2349.559,1404.143,52.31,3202.7787,26.9312,1375.674,143.291,1.554,225.546,3.58,2349.559,227.766,436.539,664.305
