Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
610.373,33.605,2.803,349.907,113.826,264.816,519.893,-27.823,0.573267494,1.174035811,0.186485968,0.352371042,0.15145983,0.4,751.526,90.48,15.372,735.3533,2.296,90.48,72.543,1.3,167.691,1.71,751.526,37.218,50.38,87.598
2808.8,50.1,185,1131.1,490.9,1059.3,2074.5,764.9,0.402698661,1.353964811,0.174772145,0.373505871,0.173089806,1.94,2836.1,734.3,65.9,5021.181,11.8607,715.2,304.7,5.1,448.2,3.95,2836.1,237.4,-122.2,115.2
2005.515,149.411,160.435,1093.725,177.786,368.461,1454.142,184.487,0.545358673,1.379174111,0.088648552,1,0.482509682,0,368.461,494.644,97.542,532.7256,6.5809,375.353,-261.669,0.145,0,0.74,368.461,122.176,-309.88,-187.704
3803,783,0,1101,551,1752,2290,331,0.289508283,1.66069869,0.144885617,0.600411241,0.188827964,0,2918,1513,47,5575.9344,8.9001,1513,196,10.3,474,2.1,2918,416,-25,391
3939.7,118.1,212.7,1988,354.8,1312.9,3065.9,-95,0.50460695,1.285006034,0.090057619,0.405729472,0.109644921,0.24,3235.9,873.8,124.2,1570.236,6.2666,868.5,-119.5,14.21,301.4,-0.04,3235.9,269.8,875.7,1145.5
14894,1513,89,6749,785,2117,16312,-10754,0.453135491,0.913070132,0.052705788,0.546040753,0.202476141,0,3877,-1418,601,1249.5,-21.6122,-3177,-3571,31,20,-21.96,3877,476,-1609,-1133
1527.778,14.251,64.214,845.069,96.544,101.685,1139.155,127.621,0.553135992,1.341150239,0.063192427,0.237460826,0.225455259,0,428.218,388.623,70.242,567.1372,4.1525,388.623,-55.007,0.798,66.441,-0.66,428.218,75.965,-12.183,63.782
1421.939,326.655,9.593,773.689,228.131,266.073,1210.19,-31.103,0.544108432,1.174971699,0.160436559,0.306277778,0.262602578,0.28,868.731,211.749,35.379,668.8305,4.8942,211.732,72.826,1.2,118.368,1.44,868.731,232.225,79.687,311.912
1577.378,27.921,0.228,936.208,151.229,447.225,2026.674,-581.312,0.593521654,0.778308697,0.095873659,0.322723222,0.109128761,0.63,1385.785,-509.476,65.858,345.8531,-10.8918,-575.109,-53.92,6.138,0,0.39,1385.785,-1.212,-9.257,-10.469
4274.578,1.606,83.366,2909.732,-513.937,-404.011,3806.13,-2018.989,0.680706259,1.123077246,-0.12023105,-0.420596377,-0.535035037,0,960.567,468.448,145.574,1466.215,1.1757,468.448,-976.177,1.058,0,-1.72,960.567,219.223,-15.012,204.211
2058.96,621.872,0,0,152.068,195.871,424.177,-120.458,0,4.854011415,0.073856704,0.793417588,0.615984121,0,246.87,1634.783,80.324,1911.5169,15.454,1634.783,1188.362,0.304,0,11.17,246.87,45.752,-1268.913,-1223.161
90207,9321,3977,16170,4310,4310,76011,5277,0.179254382,1.186762442,0.047778997,0.28501521,0.28501521,0.26,15122,14196,521,29645.357,17.3683,14196,2239,15,0,2.71,15122,6823,3493,10316
4324.214,115.705,0,1906.934,236.588,346.875,2362.096,-396.112,0.440989738,1.830668186,0.054712371,0.364590067,0.248670659,0,951.411,1962.118,149.805,2146.5095,6.6912,1962.118,-165.2,4.96,24.136,-0.53,951.411,122.508,-218.324,-95.816
7705.865,565.333,2229.66,1737.946,413.186,413.186,4807.499,-211.528,0.225535485,1.602884369,0.053619678,0.631246219,0.631246219,0,654.556,2717.999,311.936,1181.3766,13.5862,1252.957,-129.835,0,0,-0.86,654.556,191.809,-187.194,4.615
121652,7631,4160,24483,14585,32535,58067,19070,0.201254398,2.095028157,0.119891165,0.66064938,0.296160172,0.99,49247,63585,676,153535.37,12.6439,63586,10352,73.7,1217,2.06,49247,13570,-4699,8871
7317,548.4,299.1,3084.2,1031.4,1939,5174.3,-3170.5,0.421511548,1.414104323,0.14095941,0.684505948,0.364104918,0,2832.7,2142.7,155.3,10784.1006,7.7152,2142.7,313,5.333,274.7,1.23,2832.7,787.2,-659.7,127.5
2071.8,113.7,0,579,209.5,623.6,969.3,-429.3,0.27946713,2.137418756,0.101119799,0.391634742,0.131570684,0,1592.3,1102.5,33.1,1724.3404,23.6441,1102.5,32.9,12,272.5,1.39,1592.3,188.8,-1.4,187.4
6354,12,100,5076,273,524,6911,-5418,0.798866856,0.919403849,0.042965061,0.338720103,0.176470588,0,1547,-557,316,905.7405,-13.0926,-557,280,1.45,58,-15,1547,130,-69,61
3370.1,202,0,2037,590.2,1217,3153.6,1291.8,0.604433103,1.0686517,0.175128334,0.414947663,0.201234273,0.84,2932.9,216.5,91.1,6109.285,2.133,216.5,291.5,10.875,1258.9,3.3,2932.9,306.8,-164.6,142.2
5389.9,336.4,134.3,2845,470.4,1727.1,4580,-1443.3,0.527839106,1.176834061,0.087274346,0.213916792,0.05826325,0,8073.7,809.9,153.9,3937.756,5.835,809.9,-33.9,8.7,756.6,0.19,8073.7,449.6,-166.1,283.5
2365,219.1,26.8,1190.3,486.7,935.2,1988.8,244.1,0.503298097,1.189159292,0.205792812,0.442258583,0.230161733,0.545,2114.6,376.2,40.2,8329.049,2.3971,359.8,193.5,8.7,0,1.75,2114.6,320.1,-419.3,-99.2
1294.044,61.029,4.545,795.881,162.574,353.239,995.593,124.572,0.615033956,1.299772096,0.125632513,0.395610463,0.182074956,0,892.896,298.451,50.917,798.4467,6.3357,298.451,24.802,7.4,11.055,0.66,892.896,97.57,-73.671,23.899
2833.929,139.938,63.558,2281.21,531.083,991.847,3169.711,-3054.91,0.804963709,0.894065421,0.18740166,0.421819155,0.225862439,0.3,2351.356,-335.782,155.481,1748.8512,-2.9019,-359.928,4.255,5,0,0.42,2351.356,299.019,-190.747,108.272
3190.5,209.7,14.2,1831.9,448.2,690.5,2511.3,-175.5,0.574173327,1.270457532,0.140479549,0.24742896,0.160604866,0.3675,2790.7,679.2,103.5,1507.815,10.2861,675.8,70.1,12,168.4,1.65,2790.7,318.6,-62.2,256.4
5606.1,27.5,16.9,1231,923.4,923.4,2668.1,2110.8,0.219582241,2.101158128,0.164713437,0.072208885,0.072208885,0.56,12787.9,2693.2,61.1,10071.7472,11.4631,2680.6,503.6,65,827.5,2.41,12787.9,716.8,-373.1,343.7
3673.8,216.1,130.3,489.6,389.9,1365.3,1368.1,957.2,0.133268006,2.68533002,0.106129893,0.577978156,0.165057997,0,2362.2,2305.7,25.9,7576.695,9.1755,2305.8,79.3,8.388,218.8,0.57,2362.2,407.1,-155.8,251.3
889.874,65.904,0,1044.506,56.156,80.119,1161.143,-810.162,1.173768421,0.766377612,0.063105563,0.45598329,0.319602063,0,175.706,-271.269,128.743,137.2893,-19.4625,-271.269,-135.134,0.117,1.183,-27.96,175.706,-23.728,-14.805,-38.533
1998.668,681.433,12.396,211.252,142.56,256.008,633.203,734.439,0.105696394,3.156441141,0.071327504,0.110806067,0.061703201,0,2310.415,1365.465,9.304,1504.565,27.6802,1365.465,62.887,9.9,381.334,1.3,2310.415,272.52,-34.742,237.778
4284,84,31,2604,334,431,3815,-351,0.607843137,1.12293578,0.077964519,0.253678634,0.196586227,1,1699,469,165,2028,3.6077,469,-32,3.6,21,-0.18,1699,282,-40,242
21944,238,455,14789,2180,2377,19662,-361,0.673942763,1.116061438,0.099343784,0.128918538,0.118234082,0,18438,1728,985,636.5724,14.182,1615,-1712,120,480,-3.51,18438,1137,-1713,-576
8599.787,189.734,44.834,5026.57,2357.792,5906.133,10387.325,-1909.715,0.58449936,0.827911613,0.274168651,0.555313362,0.221687084,0,10635.676,-1787.538,150.961,21599.7324,-61.3894,-1787.538,1182.996,84,3631.916,41.52,10635.676,1577.329,-1052.797,524.532
313.216,52.652,14.581,144.209,14.148,92.419,259.818,-846.427,0.4604139,1.205520788,0.045170106,0.534807416,0.08187121,0,172.808,53.398,18.485,70.752,4.4852,52.889,-72.115,0.48,15.241,-5.8,172.808,1.571,-21.594,-20.023
9160,1515,50,2981,381,636,6885,-1747,0.325436681,1.330428468,0.041593886,0.061982263,0.037130884,0.2,10261,2275,252,5737.5011,13.0832,2274,-768,29.8,1573,-1.71,10261,727,359,1086
2145.203,89.955,0,456.545,180.252,276.789,695.217,267.595,0.212821351,3.085659585,0.084025614,0.254313533,0.165615407,0.565,1088.377,1449.986,20.32,2279.829,29.8923,1449.986,18.731,16.2,330.683,2.44,1088.377,96.854,-58.713,38.141
36119,1305,1303,19160,3390,3584,29637,-3902,0.530468728,1.218713095,0.093856419,0.263800972,0.249521566,0.44,13586,5700,1556,7659.6948,4.2386,2794,-3,19,630,0.14,13586,2894,-747,2147
1443.5,55.2,0.2,368.9,202.7,311.1,638.8,38.5,0.255559404,2.259705698,0.140422584,0.233804299,0.152337291,1.8,1330.6,804.7,23.2,1371.3062,45.5895,804.7,86.7,2.76,209.2,5.81,1330.6,164.3,94.8,259.1
1726.423,186.378,3,280.666,-114.409,646.869,516.942,-951.216,0.162570818,3.339684143,-0.066269391,0.867472448,-0.153426204,0,745.694,1209.481,12.814,8472.115,7.9346,1209.481,-207.922,1.75,62.998,-1.4,745.694,-63.802,-58.172,-121.974
5734.529,155.41,145,1033.739,666.517,666.517,3185.687,557.464,0.18026572,1.800091786,0.116228726,0.627320155,0.627320155,0,1062.483,2548.842,56.672,3471.356,7.482,2548.842,328.297,0.823,0,1.17,1062.483,219.663,-151.981,67.682
4632,156,0,2648,590,1717,3840,1195,0.571675302,1.20625,0.127374784,0.480414102,0.165081142,0,3574,792,193,4535.4176,14.9759,792,-134,6.5,345,0.08,3574,372,-376,-4
1395.014,8.917,11.155,365.408,182.568,754.367,714.413,33.182,0.26193859,1.952671634,0.130871805,0.24383635,0.059012012,0,3093.743,680.601,30.131,1300.65,10.2039,680.601,30.88,9,298.649,0.74,3093.743,106.888,-65.331,41.557
5065.181,117.347,0,448.202,215.554,215.554,3266.479,1841.487,0.088486867,1.550654696,0.042556031,0.246072952,0.246072952,2.24,875.976,1798.702,15.032,2992.7062,33.7778,1798.702,144.625,0.965,0,2.85,875.976,169.12,-13.934,155.186
22876.8,2326.5,4.7,6512.7,6367.5,10288.7,10748.2,14751.7,0.284685795,2.128430807,0.278338754,0.898670603,0.556171826,0,11448.8,12128.6,272.9,61224.922,56.2302,12140.1,3599.8,7.4,1001.6,18.89,11448.8,4522.4,-987.8,3534.6
10576.824,16.67,0,247.209,119.327,119.327,9282.842,1319.653,0.023372706,1.139395026,0.011281931,0.106990848,0.106990848,1.06,1115.301,1293.982,11.808,1722.486,32.1526,1293.982,84.313,1.473,0,2.04,1115.301,207.418,119.103,326.521
898.733,163.467,2.962,234.874,240.965,342.364,426.342,0.744,0.261339018,2.108009532,0.268116337,0.185518499,0.130572914,0,1845.444,472.391,15.663,951.2566,7.8562,472.391,118.086,5.1,139.953,1.91,1845.444,178.75,-176.827,1.923
13870.1,622.3,572.8,5224.5,1120.1,2508.8,7912.5,-2176.9,0.376673564,1.752935229,0.080756447,0.475097527,0.212116047,0.58,5280.6,5957.6,216.6,11935.182,41.5488,5958.1,-4079.3,12.8,795,-11.6,5280.6,654.9,-268.7,386.2
56977,8229,0,26346,19486,27150,37614,18432,0.462397108,1.51478173,0.341997648,0.893385982,0.641197762,1.84,30390,19363,964,93809.1,14.4176,18887,13691,9,1587,10.66,30390,16669,-9347,7322
6341,351,3,1048,1335,5889,3117,2317,0.165273616,2.034327879,0.210534616,0.374523022,0.084902061,0.54,15724,3224,41,9023.805,10.1288,3224,503,87,517,1.55,15724,1116,-113,1003
14324.927,757.2,400.975,5808.561,1299.262,2571.009,8536.062,4317.663,0.405486255,1.678165763,0.09069938,0.678379915,0.342819977,1.2,3789.925,5788.865,111.559,18614.1098,56.9367,5788.865,546.685,14.155,181.952,6.55,3789.925,963.785,2805.263,3769.048
580.597,20.956,7.604,172.221,106.302,216.472,327.634,-144.252,0.296627437,1.772090198,0.183090853,0.265576904,0.13041574,0.54,815.101,242.943,6.338,1113.281,4.005,236.536,52.353,2.218,119.838,0.75,815.101,108.135,-11.535,96.6
65966,1539,1947,22392,8387,13423,41600,-74965,0.339447594,1.585721154,0.127141255,0.457841599,0.286069991,1.61,29318,24337,1388,74521.16,31.522,24335,3862,25,2062,5.73,29318,4666,-3922,744
949.439,89.03,16.157,373.133,38.838,55.758,610.5,-124.783,0.393003658,1.555182637,0.040906261,0.21048062,0.146609389,0,264.908,338.939,32.868,257.3657,1.5277,338.939,-34.621,0.648,60.55,-0.12,264.908,33.853,6.26,40.113
10230.596,121.665,1395.007,1128.747,1678.035,3244.689,4423.413,4199.887,0.110330522,2.312828578,0.164021236,0.362167373,0.187299777,0,8959.087,5783.487,46.155,14809.8662,77.8833,5776.451,890.903,37.8,1675.751,12.49,8959.087,1327.553,-623.9,703.653
19332,524,598,8917,3433,4674,13880,8279,0.461255949,1.392795389,0.177581212,0.443706095,0.325897095,3,10534,5441,208,33387.5482,17.6237,5021,1496,26.498,550,5.51,10534,2773,-643,2130
1058.296,65.403,0.46,404.147,155.997,458.548,776.979,-313.259,0.381884652,1.362065127,0.14740394,0.27214694,0.092583778,0,1684.928,281.317,31.219,1019.6064,3.9731,281.317,48.754,5.5,186.824,0.72,1684.928,68.768,-92.752,-23.984
40292,385,358,18131,2774,4781,36088,-11938,0.449990072,1.116493017,0.068847414,0.412724448,0.239468232,0,11584,4131,1039,12940.6982,1.3378,1220,313,24,77,0.64,11584,2111,-1734,377
7168.4,429.7,85.4,1610,574.9,1738.9,4331.2,2672,0.224596842,1.655060953,0.080199208,0.234653532,0.077579111,0.52,7410.5,2837.2,65.4,4597.8449,34.9349,2776.1,178.7,19.795,1514.8,2.48,7410.5,369.5,236.4,605.9
18096,196,64,5420,2286,6230,11363,-8580,0.299513705,1.592537182,0.12632626,0.742904841,0.272597186,0,8386,6733,233,29462.3312,4.9431,6733,260,27,955,0.77,8386,972,-206,766
4218,14.6,749.6,1854.1,635,635,3044.3,1041.8,0.439568516,1.38554019,0.150545282,0.65517953,0.65517953,0,969.2,1173.7,97.7,4323.4463,59.0481,1173.7,332.7,1.609,0,16.37,969.2,507.2,436.6,943.8
11558.9,1303.2,831.6,2439.7,1398.8,2719.1,4765.9,4057.2,0.211066797,2.425334145,0.121014975,0.223409937,0.114929874,0.34,12170.9,6793,152.3,11262.2746,18.2142,6792.5,884.9,6.976,8994.9,2.4,12170.9,618,-586,32
2241.6,101.1,67.5,871.1,212.7,537.1,2072.7,-388.6,0.388606353,1.081487914,0.09488758,0.139202778,0.055126477,0.72,3858.4,168.9,89.5,940.8986,3.0998,153.1,-40,10,768.2,-0.04,3858.4,154.6,-165.3,-10.7
14329.5,2128.8,400,3202.2,4834.5,6195.1,8438.8,5841.4,0.223469067,1.698049486,0.337380927,0.290632814,0.226802528,0.85,21315.9,5890.7,82.2,79071.47,4.0288,5884,2908.7,254,1378.5,1.91,21315.9,4575.1,-1750,2825.1
13053,1776,201,8778,966,1117,11014,-1906,0.672489083,1.185128019,0.074005976,0.258684576,0.223714683,0,4318,2039,635,992.3665,13.9982,1642,-1238,2.457,445,-9.48,4318,676,2742,3418
3470.255,187.591,0,1284.6,-19.833,326.773,2166.335,-1387.785,0.370174526,1.601901368,-0.005715142,0.225353385,-0.013677488,0.08,1450.047,1303.92,96.353,2563.4306,8.5862,1303.92,-921.453,6.4,103.079,-2.59,1450.047,61.252,-355.48,-294.228
1212.193,92.982,0.463,394.806,168.824,593.051,657.606,159.207,0.325695661,1.843342366,0.139271552,0.324245756,0.092303133,0,1829.017,554.587,28.508,1280.9088,10.8288,553.014,43.056,3.6,362.004,1.32,1829.017,151.426,-14.165,137.261
1752.667,27.044,0,640.355,258.009,795.183,883.728,305.55,0.365360334,1.983265213,0.147209367,0.32583952,0.105723498,0,2440.413,868.939,31.464,2327.9386,16.4834,868.939,95.34,3.62,0,1.91,2440.413,196.25,-170.984,25.266
29221,404,1437,14276,1262,1262,22405,1182,0.488552753,1.304217809,0.043188118,0.294378353,0.294378353,1.995,4287,6816,431,9532.8078,28.5449,5995,228,7.442,472,1.63,4287,1053,7448,8501
2863.4,188.5,12.9,1069.9,343.3,546.5,1832.5,1198,0.373646714,1.562564802,0.119892436,0.333638584,0.20958486,0.2,1638,1030.9,56.6,2701.4325,28.7818,1006.5,93.2,3.583,186.9,4.51,1638,225.1,-194.8,30.3
144.86,28.312,22.568,271.077,-18.4,-2.499,395.955,-555.458,1.871303327,0.365849655,-0.127019191,-0.037484813,-0.27599862,0,66.667,-251.095,30.954,70.1621,-11.8458,-251.096,-96.593,0.064,0,-4.88,66.667,-56.598,-58.195,-114.793
5863.174,52.149,20.947,1048.59,665.333,665.333,2990.888,985.495,0.178843405,1.960345556,0.113476591,0.537229541,0.537229541,0.01,1238.452,2872.286,81.132,3857.0876,13.3893,2872.286,314.335,1.971,0,1.74,1238.452,381.724,-203.269,178.455
6393.511,9.372,0,2897.575,-37.844,141.925,3896.378,779.464,0.453205602,1.640885715,-0.005919126,0.120237111,-0.03206097,0.1,1180.376,2497.133,175.689,3836.1758,22.4445,2497.133,-758.898,0.607,0,-9.98,1180.376,552.804,1327.189,1879.993
2862.321,399.644,183.602,848.771,94.591,233.172,1666.053,899.209,0.296532429,1.718025177,0.033046957,0.280597123,0.113829973,0,830.985,1196.268,68.226,1240.3433,60.9673,1060.892,-221.791,3.716,16.773,-10.51,830.985,51.155,-67.037,-15.882
4645.873,1329.187,20,1582.484,429.685,2394.835,2602.376,123.991,0.34062145,1.785242794,0.092487461,0.762714968,0.136847499,0,3139.882,2010.67,109.11,5078.4994,23.847,1869.222,-76.431,9.1,0,1.7,3139.882,292.377,-451.065,-158.688
4223.145,1275.875,0.276,1593.599,-621.119,-577.71,2039.253,-1764.138,0.377348872,2.070927443,-0.147074988,-1.497007074,-1.60949185,0,385.91,2183.892,72.678,3437.0812,13.7499,2183.892,-977.59,0.241,0,-7.77,385.91,337.843,1730.64,2068.483
4797.919,883.171,0,591.589,149.133,238.058,1226.455,-1935.196,0.123301165,3.912022047,0.031082851,0.55013438,0.344635301,0,432.727,3571.464,41.437,2305.6424,4.8638,3482.678,-330.751,2.729,120.83,0,432.727,113.663,0,113.663
31309,91,510,4510,2008,2008,16187,1458,0.144048037,1.934206462,0.064134913,0.33366567,0.33366567,1.296,6018,15122,288,11704.6548,48.8975,15109,596,6.816,378,1.98,6018,1561,-372,1189
128986.3,1724,2797.9,29970.8,7171.4,12911.5,52785.8,17304.1,0.23235646,2.443579523,0.055598153,0.886133721,0.492182889,0,14570.6,76200.5,1295.6,70332.349,212.7889,71263,14429.1,16.7,718,2.61,14570.6,1425.3,-25122.1,-23696.8
25396,3877,300,3792,2863,10036,14711,11388,0.149314853,1.726327238,0.112734289,0.182698609,0.052118983,1.16,54932,10685,189,30462.6992,71.5649,10685,490,51.6,0,7.22,54932,1936,732,2668
4250,638,512,488,1480,4168,3089,6655,0.114823529,1.37584979,0.348235294,0.887942054,0.315296123,1.24,4694,1161,35,28619.1045,4.5026,1161,977,7.9,0,3.08,4694,1401,-1940,-539
3625.222,398.288,28.416,434.059,332.838,615.188,2015.419,-4053.91,0.119733081,1.798743586,0.091811757,0.09491912,0.051354529,0,6481.181,1609.803,24.911,2079.1926,22.0427,1609.803,186.648,45.397,946.239,2.44,6481.181,390.116,-231.421,158.695
16963,412,714,4398,1669,3641,10789,4403,0.259270176,1.572249513,0.098390615,0.266447128,0.122136846,3.5,13665,6174,295,13893.5968,44.646,6169,616,15.2,3230,4.74,13665,1667,-687,980
7204.189,146.598,0,1887.019,1919.172,4728.977,5577.053,289.5,0.261933578,1.29175552,0.266396676,0.550322841,0.223338829,0,8593.096,1627.136,78.864,25850.9253,17.524,1627.136,1037.691,74.58,2778.976,10.87,8593.096,1454.167,-894.774,559.393
22310.324,132.603,1285.735,8101.701,2378.968,3479.258,13188.912,6943.857,0.36313686,1.691597002,0.106630814,0.409390407,0.279923672,1.605,8498.631,9121.412,331.223,17605.2918,42.5054,9121.412,1695.337,66.1,114.087,6.1,8498.631,2516.69,243.809,2760.499
2723.3,226.7,18.5,1239.8,412.6,822.7,1997.8,397,0.45525649,1.363149464,0.151507362,0.246332116,0.123540332,0.48,3339.8,725.5,60.6,2646.504,8.7736,724.7,142.3,7,312.4,2.11,3339.8,221.3,-34,187.3
10322.677,912.059,45.81,2074.012,1230.865,2187.246,7865.18,1620.943,0.200918037,1.312452735,0.119238934,0.119175925,0.067065833,0.32,18353.086,2457.497,136.536,3962.4876,13.0385,2438.171,265.072,138,2456.612,1.41,18353.086,916.207,253.512,1169.719
53097.879,1200.718,0,3929.335,1244.096,1244.096,46004.797,6338.459,0.074001732,1.154181356,0.023430239,0.107980281,0.107980281,1.97,11521.511,7093.082,163.45,8091.2465,110.3072,7093.082,1132.488,2.482,0,10.91,11521.511,1465.718,1055.389,2521.107
1262.951,147.827,97.412,408.76,36.667,200.482,868.208,-175.084,0.323654679,1.45466409,0.029032797,0.158421553,0.028974387,0.02,1265.497,289.934,33.739,607.2457,5.425,293.872,-34.514,6.1,269.291,-0.81,1265.497,43.5,-6.43,37.07
1494.639,573.025,0.241,848.125,57.482,81.395,1334.108,-146.455,0.567444714,1.120328339,0.038458785,0.490275209,0.346237479,0,166.019,160.531,93.793,2102.6731,9.105,160.531,-292.151,0.197,25.781,-20.66,166.019,10.727,241.291,252.018
108610,436,0,6347,2940,2940,88037,40262,0.058438449,1.233685837,0.027069331,0.081377325,0.081377325,1.29,36128,20573,295,27127.92,51.2787,18768,2216,43.5,0,4.78,36128,3993,-1526,2467
818.169,61.011,5.009,402.831,102.586,219.11,673.05,-184.822,0.492356714,1.215613996,0.125384853,0.275191218,0.128842893,0.46,796.21,145.119,20.888,425.4929,6.637,145.119,5.108,6.237,170.009,0.72,796.21,82.643,-34.715,47.928
2619.706,361.349,15,501.921,362.489,828.897,941.38,1666.187,0.1915944,2.782835837,0.138370107,0.498684549,0.218082178,0.48,1662.167,1678.326,16.81,4933.9275,12.3104,1678.326,125.801,3.436,371.371,1.58,1662.167,312.28,38.607,350.887
5337.342,62.286,66.631,2838.13,980.449,980.449,3841.2,474.347,0.531749699,1.389498594,0.183696117,0.450895376,0.450895376,1.6,2174.449,1496.142,138.528,3116.3468,30.462,1496.142,-193.223,4.07,0,5.25,2174.449,745.168,-381.255,363.913
1994.8,183.5,195.6,247.6,295.9,727.4,1640,-331,0.124122719,1.216341463,0.148335673,0.240813083,0.09796067,0.4,3020.6,354.8,20.4,2062.5,6.742,337.1,19.4,60.7,10.9,1.96,3020.6,167.5,-44.9,122.6
8834.7,443.7,175.9,2043.6,1500.8,2318.3,5532.8,3493.1,0.231315155,1.596786437,0.169875604,0.255572704,0.165450336,0.53,9071,3301.9,98.7,8371.6527,15.1619,3218.3,6.6,27,641.2,3.21,9071,1035.7,-733.8,301.9
24140,858,309,8197,1998,1998,18783,6004,0.339560895,1.285204706,0.082767191,0.117033739,0.117033739,1.15,17072,5357,213,31922.748,13.8746,5357,479,226.5,0,3.68,17072,1582,1589,3171
3806.803,848.116,0,1620.161,425.921,1036.031,2345.486,744.745,0.425596229,1.623033776,0.111884172,0.440654616,0.181156794,0.2,2351.118,1461.317,95.05,3153.7986,34.621,1460.312,147.923,8.4,190.408,3.62,2351.118,314.794,401.704,716.498
4670.751,193.862,30.336,3199.119,507.879,911.963,3736.625,-20.493,0.684926043,1.249991904,0.108736047,0.417570065,0.232547885,0,2183.976,934.126,212.586,2277.1123,8.2738,934.076,417.704,19.932,18.568,0.55,2183.976,275.085,-99.247,175.838
33163,3379,1110,4425,4927,17073,20831,6587,0.133431837,1.592002304,0.148569189,0.143810174,0.04150136,1.75,118719,12332,133,70918.2652,27.6076,12079,2372,218,8969,5.36,118719,3292,-2419,873
918.245,170.177,0.4,209.237,124.91,278.879,457.365,204.027,0.227866201,2.007685328,0.136031233,0.27667089,0.123920987,0,1007.981,460.88,14.715,1314.2658,14.6056,460.88,41.37,2.311,89.612,1.7,1007.981,122.738,2.597,125.335
4594.085,2.705,0,1754.07,-170.505,-113.663,2615.124,-2465.105,0.381810524,1.756736965,-0.037114028,-0.188815557,-0.283240778,0,601.979,1978.961,108.025,1531.4254,8.4771,1978.961,-560.703,0.252,0,-2.29,601.979,247.365,49.029,296.394
4312,555,0,2431,-301,-116,3374,-2267,0.56377551,1.278008299,-0.069805195,-0.078804348,-0.204483696,0,1472,938,154,8057.6775,4.7146,938,-1230,0.994,16,-6.14,1472,826,715,1541
15457,181,283,6311,2015,2928,10849,5440,0.408293977,1.424739607,0.130361648,0.325044405,0.223690053,1.84,9008,4608,288,11013.6772,30.948,4532,963,14,1404,6.24,9008,1385,-838,547
23702.737,875.836,247.467,21687.532,216.656,483.186,22864.341,-4233.939,0.914980072,1.036668277,0.009140548,0.376557377,0.168844741,0,1283.167,838.396,1301.189,9858.6828,-5.8683,-1396.425,-609.991,0.911,160.161,-1.81,1283.167,-403.842,4907.575,4503.733
7300.905,50.038,182.719,1519.075,943.818,1191.823,3158.315,804.887,0.208066671,2.311645608,0.129274111,0.312097758,0.247153714,1.64,3818.749,4142.59,85.22,13995.3793,65.5309,4139.978,400.321,8.111,521.624,6.62,3818.749,678.654,-241.712,436.942
2004.894,4.137,7.309,929.767,183.445,183.445,1269.28,281.849,0.463748707,1.579552187,0.091498603,0.360825959,0.360825959,0.824,508.403,735.614,32.726,1339.9238,16.6072,735.614,10.363,1.998,15.412,1.32,508.403,136.244,-44.853,91.391
8161.207,2269.756,247.544,2121.718,709.737,1168.376,4218.603,1709.519,0.259976006,1.934575735,0.08696471,0.436416663,0.265103916,1.205,2677.203,3942.604,70.117,9686.0659,33.7267,3795.062,652.55,5,450.263,3.42,2677.203,733.403,-1577.903,-844.5
2213.158,228.871,25.692,1306.186,54.007,278.095,1570.305,-222.47,0.59019103,1.40938098,0.024402686,0.152622174,0.029639748,0,1822.114,642.853,119.36,385.6079,19.4386,642.853,4.693,1.1,1569.279,0.11,1822.114,163.025,-197.539,-34.514
23038.2,340.9,292.9,5496.3,2260.2,3639.6,13194.5,-732.3,0.238573326,1.746045701,0.098106623,0.256819882,0.159485739,1.525,14171.8,9830,264.3,12168.48,38.7602,9728.8,-250.4,39,1638.2,2.57,14171.8,1688.4,-231,1457.4
1360.386,14.405,16.513,791.564,132.2,212.466,1045.187,30.387,0.581867205,1.301571872,0.097178301,0.254911888,0.158610562,0.28,833.488,315.199,66.211,519.0935,11.5662,315.167,1.973,5.299,114.851,0.87,833.488,69.303,-24.308,44.995
43529,542,7,29871,4114,7294,40271,-7237,0.686232167,1.08090189,0.094511705,0.75397974,0.425263593,0,9674,3258,1856,5050.3754,9.0621,3152,-2975,21.5,1061,-3.48,9674,2087,-1963,124
4036,173.2,0,1816.6,541.3,818.5,3924,-3107,0.450099108,1.028542304,0.134117939,0.139141521,0.0920187,0,5882.5,112,167,3207.5838,-0.7986,-250.9,115.9,8.5,1113.9,0.36,5882.5,304.6,-62.7,241.9
4974.484,229.51,142.19,4787.424,815.723,1276.532,5517.804,-1529.957,0.9623961,0.901533291,0.16398143,0.420689564,0.26882691,0,3034.38,-543.32,459.343,1256.5724,-5.9626,-543.32,109.188,18.808,0,1.2,3034.38,404.823,-333.034,71.789
